Object ID,Department,AccessionYear,Object Name,Title,Culture,Artist,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Object Date,Object Begin Date,Object End Date,Dimensions,Credit Line,Classification,Link Resource,Repository
6329,The American Wing,1960,Plate,Plate,"Chinese, for American market",,,,,,ca. 1860–66,1860,1866,Diam. 9 1/2 in. (24.1 cm),"Gift of Elizabeth Hazard and Marion H. McVitty, in memory of their mother, Mrs. Lauriston H. Hazard, 1960",Ceramics,http://www.metmuseum.org/art/collection/search/6329,"Metropolitan Museum of Art, New York, NY"
6330,The American Wing,1960,Plate,Plate,"Chinese, for American market",,,,,,ca. 1860–66,1860,1866,Diam. 9 1/2 in. (24.1 cm),"Gift of Elizabeth Hazard and Marion H. McVitty, in memory of their mother, Mrs. Lauriston H. Hazard, 1960",Ceramics,http://www.metmuseum.org/art/collection/search/6330,"Metropolitan Museum of Art, New York, NY"
6331,The American Wing,1960,Plate,Plate,"Chinese, for American market",,,,,,ca. 1860–66,1860,1866,Diam. 9 1/2 in. (24.1 cm),"Gift of Elizabeth Hazard and Marion H. McVitty, in memory of their mother, Mrs. Lauriston H. Hazard, 1960",Ceramics,http://www.metmuseum.org/art/collection/search/6331,"Metropolitan Museum of Art, New York, NY"
6332,The American Wing,1960,Plate,Plate,"Chinese, for American market",,,,,,ca. 1860–66,1860,1866,Diam. 9 1/2 in. (24.1 cm),"Gift of Elizabeth Hazard and Marion H. McVitty, in memory of their mother, Mrs. Lauriston H. Hazard, 1960",Ceramics,http://www.metmuseum.org/art/collection/search/6332,"Metropolitan Museum of Art, New York, NY"
6333,The American Wing,1960,Plate,Plate,"Chinese, for American market",,,,,,ca. 1860–66,1860,1866,Diam. 9 1/2 in. (24.1 cm),"Gift of Elizabeth Hazard and Marion H. McVitty, in memory of their mother, Mrs. Lauriston H. Hazard, 1960",Ceramics,http://www.metmuseum.org/art/collection/search/6333,"Metropolitan Museum of Art, New York, NY"
6334,The American Wing,1960,Plate,Plate,"Chinese, for American market",,,,,,ca. 1860–66,1860,1866,Diam. 9 1/2 in. (24.1 cm),"Gift of Elizabeth Hazard and Marion H. McVitty, in memory of their mother, Mrs. Lauriston H. Hazard, 1960",Ceramics,http://www.metmuseum.org/art/collection/search/6334,"Metropolitan Museum of Art, New York, NY"
6335,The American Wing,1960,Plate,Plate,"Chinese, for American market",,,,,,ca. 1860–66,1860,1866,Diam. 9 1/2 in. (24.1 cm),"Gift of Elizabeth Hazard and Marion H. McVitty, in memory of their mother, Mrs. Lauriston H. Hazard, 1960",Ceramics,http://www.metmuseum.org/art/collection/search/6335,"Metropolitan Museum of Art, New York, NY"
6336,The American Wing,1960,Plate,Plate,"Chinese, for American market",,,,,,ca. 1860–66,1860,1866,Diam. 9 1/2 in. (24.1 cm),"Gift of Elizabeth Hazard and Marion H. McVitty, in memory of their mother, Mrs. Lauriston H. Hazard, 1960",Ceramics,http://www.metmuseum.org/art/collection/search/6336,"Metropolitan Museum of Art, New York, NY"
6337,The American Wing,1960,Plate,Plate,"Chinese, for American market",,,,,,ca. 1860–66,1860,1866,Diam. 9 1/2 in. (24.1 cm),"Gift of Elizabeth Hazard and Marion H. McVitty, in memory of their mother, Mrs. Lauriston H. Hazard, 1960",Ceramics,http://www.metmuseum.org/art/collection/search/6337,"Metropolitan Museum of Art, New York, NY"
6338,The American Wing,1960,Plate,Plate,"Chinese, for American market",,,,,,ca. 1860–66,1860,1866,Diam. 9 1/2 in. (24.1 cm),"Gift of Elizabeth Hazard and Marion H. McVitty, in memory of their mother, Mrs. Lauriston H. Hazard, 1960",Ceramics,http://www.metmuseum.org/art/collection/search/6338,"Metropolitan Museum of Art, New York, NY"
6339,The American Wing,1960,Plate,Plate,"Chinese, for American market",,,,,,ca. 1860–66,1860,1866,Diam. 9 1/2 in. (24.1 cm),"Gift of Elizabeth Hazard and Marion H. McVitty, in memory of their mother, Mrs. Lauriston H. Hazard, 1960",Ceramics,http://www.metmuseum.org/art/collection/search/6339,"Metropolitan Museum of Art, New York, NY"
6340,The American Wing,1960,Plate,Plate,"Chinese, for American market",,,,,,ca. 1860–66,1860,1866,Diam. 8 in. (20.3 cm),"Gift of Elizabeth Hazard and Marion H. McVitty, in memory of their mother, Mrs. Lauriston H. Hazard, 1960",Ceramics,http://www.metmuseum.org/art/collection/search/6340,"Metropolitan Museum of Art, New York, NY"
6341,The American Wing,1960,Plate,Plate,"Chinese, for American market",,,,,,ca. 1860–66,1860,1866,Diam. 8 in. (20.3 cm),"Gift of Elizabeth Hazard and Marion H. McVitty, in memory of their mother, Mrs. Lauriston H. Hazard, 1960",Ceramics,http://www.metmuseum.org/art/collection/search/6341,"Metropolitan Museum of Art, New York, NY"
6342,The American Wing,1960,Plate,Plate,"Chinese, for American market",,,,,,ca. 1860–66,1860,1866,Diam. 8 in. (20.3 cm),"Gift of Elizabeth Hazard and Marion H. McVitty, in memory of their mother, Mrs. Lauriston H. Hazard, 1960",Ceramics,http://www.metmuseum.org/art/collection/search/6342,"Metropolitan Museum of Art, New York, NY"
6343,The American Wing,1960,Plate,Plate,"Chinese, for American market",,,,,,ca. 1860–66,1860,1866,Diam. 8 in. (20.3 cm),"Gift of Elizabeth Hazard and Marion H. McVitty, in memory of their mother, Mrs. Lauriston H. Hazard, 1960",Ceramics,http://www.metmuseum.org/art/collection/search/6343,"Metropolitan Museum of Art, New York, NY"
6344,The American Wing,1960,Plate,Plate,"Chinese, for American market",,,,,,ca. 1860–66,1860,1866,Diam. 8 in. (20.3 cm),"Gift of Elizabeth Hazard and Marion H. McVitty, in memory of their mother, Mrs. Lauriston H. Hazard, 1960",Ceramics,http://www.metmuseum.org/art/collection/search/6344,"Metropolitan Museum of Art, New York, NY"
6345,The American Wing,1960,Plate,Plate,"Chinese, for American market",,,,,,ca. 1860–66,1860,1866,Diam. 8 in. (20.3 cm),"Gift of Elizabeth Hazard and Marion H. McVitty, in memory of their mother, Mrs. Lauriston H. Hazard, 1960",Ceramics,http://www.metmuseum.org/art/collection/search/6345,"Metropolitan Museum of Art, New York, NY"
6346,The American Wing,1960,Plate,Plate,"Chinese, for American market",,,,,,ca. 1860–66,1860,1866,Diam. 8 in. (20.3 cm),"Gift of Elizabeth Hazard and Marion H. McVitty, in memory of their mother, Mrs. Lauriston H. Hazard, 1960",Ceramics,http://www.metmuseum.org/art/collection/search/6346,"Metropolitan Museum of Art, New York, NY"
6347,The American Wing,1960,Plate,Plate,"Chinese, for American market",,,,,,ca. 1860–66,1860,1866,Diam. 8 in. (20.3 cm),"Gift of Elizabeth Hazard and Marion H. McVitty, in memory of their mother, Mrs. Lauriston H. Hazard, 1960",Ceramics,http://www.metmuseum.org/art/collection/search/6347,"Metropolitan Museum of Art, New York, NY"
6348,The American Wing,1960,Plate,Plate,"Chinese, for American market",,,,,,ca. 1860–66,1860,1866,Diam. 8 in. (20.3 cm),"Gift of Elizabeth Hazard and Marion H. McVitty, in memory of their mother, Mrs. Lauriston H. Hazard, 1960",Ceramics,http://www.metmuseum.org/art/collection/search/6348,"Metropolitan Museum of Art, New York, NY"
6349,The American Wing,1960,Plate,Plate,"Chinese, for American market",,,,,,ca. 1860–66,1860,1866,Diam. 8 in. (20.3 cm),"Gift of Elizabeth Hazard and Marion H. McVitty, in memory of their mother, Mrs. Lauriston H. Hazard, 1960",Ceramics,http://www.metmuseum.org/art/collection/search/6349,"Metropolitan Museum of Art, New York, NY"
6350,The American Wing,1960,Plate,Plate,"Chinese, for American market",,,,,,ca. 1860–66,1860,1866,Diam. 8 in. (20.3 cm),"Gift of Elizabeth Hazard and Marion H. McVitty, in memory of their mother, Mrs. Lauriston H. Hazard, 1960",Ceramics,http://www.metmuseum.org/art/collection/search/6350,"Metropolitan Museum of Art, New York, NY"
6351,The American Wing,1960,Plate,Plate,"Chinese, for American market",,,,,,ca. 1860–66,1860,1866,Diam. 8 in. (20.3 cm),"Gift of Elizabeth Hazard and Marion H. McVitty, in memory of their mother, Mrs. Lauriston H. Hazard, 1960",Ceramics,http://www.metmuseum.org/art/collection/search/6351,"Metropolitan Museum of Art, New York, NY"
6352,The American Wing,1960,Plate,Plate,"Chinese, for American market",,,,,,ca. 1860–66,1860,1866,Diam. 8 in. (20.3 cm),"Gift of Elizabeth Hazard and Marion H. McVitty, in memory of their mother, Mrs. Lauriston H. Hazard, 1960",Ceramics,http://www.metmuseum.org/art/collection/search/6352,"Metropolitan Museum of Art, New York, NY"
