Object ID,Department,AccessionYear,Object Name,Title,Culture,Artist,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Object Date,Object Begin Date,Object End Date,Dimensions,Credit Line,Classification,Link Resource,Repository
1,The American Wing,1979,Coin,One-dollar Liberty Head Coin,,"Longacre, James Barton",American,1794,1869,,1853,1853,1853,Dimensions unavailable,"Gift of Heinz L. Stoppelmann, 1979",Metal,http://www.metmuseum.org/art/collection/search/1,"Metropolitan Museum of Art, New York, NY"
2,The American Wing,1980,Coin,Ten-dollar Liberty Head Coin,,"Gobrecht, Christian",,1785,1844,,1901,1901,1901,Dimensions unavailable,"Gift of Heinz L. Stoppelmann, 1980",Metal,http://www.metmuseum.org/art/collection/search/2,"Metropolitan Museum of Art, New York, NY"
3,The American Wing,1967,Coin,Two-and-a-Half Dollar Coin,,,,,,,1909–27,1909,1927,Diam. 11/16 in. (1.7 cm),"Gift of C. Ruxton Love Jr., 1967",Metal,http://www.metmuseum.org/art/collection/search/3,"Metropolitan Museum of Art, New York, NY"
4,The American Wing,1967,Coin,Two-and-a-Half Dollar Coin,,,,,,,1909–27,1909,1927,Diam. 11/16 in. (1.7 cm),"Gift of C. Ruxton Love Jr., 1967",Metal,http://www.metmuseum.org/art/collection/search/4,"Metropolitan Museum of Art, New York, NY"
5,The American Wing,1967,Coin,Two-and-a-Half Dollar Coin,,,,,,,1909–27,1909,1927,Diam. 11/16 in. (1.7 cm),"Gift of C. Ruxton Love Jr., 1967",Metal,http://www.metmuseum.org/art/collection/search/5,"Metropolitan Museum of Art, New York, NY"
6,The American Wing,1967,Coin,Two-and-a-Half Dollar Coin,,,,,,,1909–27,1909,1927,Diam. 11/16 in. (1.7 cm),"Gift of C. Ruxton Love Jr., 1967",Metal,http://www.metmuseum.org/art/collection/search/6,"Metropolitan Museum of Art, New York, NY"
7,The American Wing,1967,Coin,Two-and-a-Half Dollar Coin,,,,,,,1909–27,1909,1927,Diam. 11/16 in. (1.7 cm),"Gift of C. Ruxton Love Jr., 1967",Metal,http://www.metmuseum.org/art/collection/search/7,"Metropolitan Museum of Art, New York, NY"
8,The American Wing,1967,Coin,Two-and-a-Half Dollar Coin,,,,,,,1909–27,1909,1927,Diam. 11/16 in. (1.7 cm),"Gift of C. Ruxton Love Jr., 1967",Metal,http://www.metmuseum.org/art/collection/search/8,"Metropolitan Museum of Art, New York, NY"
9,The American Wing,1967,Coin,Two-and-a-Half Dollar Coin,,,,,,,1909–27,1909,1927,Diam. 11/16 in. (1.7 cm),"Gift of C. Ruxton Love Jr., 1967",Metal,http://www.metmuseum.org/art/collection/search/9,"Metropolitan Museum of Art, New York, NY"
10,The American Wing,1979,Coin,Two-and-a-half-dollar Indian Head Coin,,"Pratt, Bela Lyon",,1867,1917,,1912,1912,1912,Dimensions unavailable,"Gift of Heinz L. Stoppelmann, 1979",Metal,http://www.metmuseum.org/art/collection/search/10,"Metropolitan Museum of Art, New York, NY"
11,The American Wing,1979,Coin,Two-and-a-half-dollar Liberty Head Coin,,"Gobrecht, Christian",,1785,1844,,1907,1907,1907,Dimensions unavailable,"Gift of Heinz L. Stoppelmann, 1979",Metal,http://www.metmuseum.org/art/collection/search/11,"Metropolitan Museum of Art, New York, NY"
12,The American Wing,1979,Coin,Twenty-dollar Liberty Head Coin,,"Longacre, James Barton",American,1794,1869,,1876,1876,1876,Dimensions unavailable,"Gift of Heinz L. Stoppelmann, 1979",Metal,http://www.metmuseum.org/art/collection/search/12,"Metropolitan Museum of Art, New York, NY"
13,The American Wing,1979,Coin,Five-dollar Indian Head Coin,,"Pratt, Bela Lyon",,1867,1917,,1910,1910,1910,Dimensions unavailable,"Gift of Heinz L. Stoppelmann, 1979",Metal,http://www.metmuseum.org/art/collection/search/13,"Metropolitan Museum of Art, New York, NY"
14,The American Wing,1979,Coin,Five-dollar Liberty Head Coin,,"Gobrecht, Christian",,1785,1844,,1907,1907,1907,Dimensions unavailable,"Gift of Heinz L. Stoppelmann, 1979",Metal,http://www.metmuseum.org/art/collection/search/14,"Metropolitan Museum of Art, New York, NY"
15,The American Wing,1916,Coin,"Coin, 1/2 Real",Mexican,,,,,,1665–1700,1665,1700,Diam. 1/2 in. (1.3 cm),"Gift of Mrs. Russell Sage, 1916",Silver,http://www.metmuseum.org/art/collection/search/15,"Metropolitan Museum of Art, New York, NY"
16,The American Wing,1916,Peso,"Coin, 1/4 Peso",Mexican,,,,,,1800–1900,1800,1900,Diam. 1 1/8 in. (2.9 cm),"Gift of Mrs. Russell Sage, 1916",Metal,http://www.metmuseum.org/art/collection/search/16,"Metropolitan Museum of Art, New York, NY"
17,The American Wing,1916,Peso,"Coin, 1/4 Peso",Mexican,,,,,,1867,1867,1867,Diam. 1 1/8 in. (2.9 cm),"Gift of Mrs. Russell Sage, 1916",Metal,http://www.metmuseum.org/art/collection/search/17,"Metropolitan Museum of Art, New York, NY"
18,The American Wing,1916,Peso,"Coin, 1/4 Peso",Mexican,,,,,,1860,1860,1860,Diam. 1 1/8 in. (2.9 cm),"Gift of Mrs. Russell Sage, 1916",Metal,http://www.metmuseum.org/art/collection/search/18,"Metropolitan Museum of Art, New York, NY"
19,The American Wing,1916,Peso,"Coin, 1/4 Peso",Mexican,,,,,,1859,1859,1859,Diam. 1 1/8 in. (2.9 cm),"Gift of Mrs. Russell Sage, 1916",Metal,http://www.metmuseum.org/art/collection/search/19,"Metropolitan Museum of Art, New York, NY"
20,The American Wing,1916,Peso,"Coin, 1/4 Peso",Mexican,,,,,,1860,1860,1860,Diam. 1 1/8 in. (2.9 cm),"Gift of Mrs. Russell Sage, 1916",Metal,http://www.metmuseum.org/art/collection/search/20,"Metropolitan Museum of Art, New York, NY"
21,The American Wing,1916,Peso,"Coin, 1/4 Peso",Mexican,,,,,,1859,1859,1859,Diam. 1 1/8 in. (2.9 cm),"Gift of Mrs. Russell Sage, 1916",Metal,http://www.metmuseum.org/art/collection/search/21,"Metropolitan Museum of Art, New York, NY"
22,The American Wing,1916,Coin,"Coin, 1/4 Real",Guatemalan,,,,,,1881,1881,1881,Diam. 1/2 in. (1.3 cm),"Gift of Mrs. Russell Sage, 1916",Silver,http://www.metmuseum.org/art/collection/search/22,"Metropolitan Museum of Art, New York, NY"
23,The American Wing,1916,Coin,"Coin, 1/4 Real",Guatemalan,,,,,,1878,1878,1878,Diam. 1/2 in. (1.3 cm),"Gift of Mrs. Russell Sage, 1916",Silver,http://www.metmuseum.org/art/collection/search/23,"Metropolitan Museum of Art, New York, NY"
24,The American Wing,1916,Centavos,"Coin, 10 Centavos",Mexican,,,,,,1860–70,1860,1870,Diam. 3/4 in. (1.9 cm),"Gift of Mrs. Russell Sage, 1916",Metal,http://www.metmuseum.org/art/collection/search/24,"Metropolitan Museum of Art, New York, NY"
25,The American Wing,1916,Centavos,"Coin, 10 Centavos",Mexican,,,,,,1860–70,1860,1870,Diam. 3/4 in. (1.9 cm),"Gift of Mrs. Russell Sage, 1916",Metal,http://www.metmuseum.org/art/collection/search/25,"Metropolitan Museum of Art, New York, NY"
26,The American Wing,1916,Centavos,"Coin, 10 Centavos",Mexican,,,,,,1860–70,1860,1870,Diam. 3/4 in. (1.9 cm),"Gift of Mrs. Russell Sage, 1916",Metal,http://www.metmuseum.org/art/collection/search/26,"Metropolitan Museum of Art, New York, NY"
27,The American Wing,1916,Centavos,"Coin, 10 Centavos",Mexican,,,,,,1860–70,1860,1870,Diam. 3/4 in. (1.9 cm),"Gift of Mrs. Russell Sage, 1916",Metal,http://www.metmuseum.org/art/collection/search/27,"Metropolitan Museum of Art, New York, NY"
28,The American Wing,1916,Centavos,"Coin, 10 Centavos",Mexican,,,,,,1860–70,1860,1870,Diam. 3/4 in. (1.9 cm),"Gift of Mrs. Russell Sage, 1916",Metal,http://www.metmuseum.org/art/collection/search/28,"Metropolitan Museum of Art, New York, NY"
29,The American Wing,1916,Centavos,"Coin, 10 Centavos",Mexican,,,,,,1860–70,1860,1870,Diam. 3/4 in. (1.9 cm),"Gift of Mrs. Russell Sage, 1916",Metal,http://www.metmuseum.org/art/collection/search/29,"Metropolitan Museum of Art, New York, NY"
30,The American Wing,1916,Centavos,"Coin, 10 Centavos",Mexican,,,,,,1885,1885,1885,Diam. 3/4 in. (1.9 cm),"Gift of Mrs. Russell Sage, 1916",Metal,http://www.metmuseum.org/art/collection/search/30,"Metropolitan Museum of Art, New York, NY"
31,The American Wing,1916,Centavos,"Coin, 10 Centavos",Mexican,,,,,,1885,1885,1885,Diam. 3/4 in. (1.9 cm),"Gift of Mrs. Russell Sage, 1916",Metal,http://www.metmuseum.org/art/collection/search/31,"Metropolitan Museum of Art, New York, NY"
32,The American Wing,1909,Pesos,"Coin, 20 Pesos",Mexican,,,,,,1866,1866,1866,Diam. 2 1/8 in. (5.4 cm),"Gift of H. R. Ickelheimer, 1909",Metal,http://www.metmuseum.org/art/collection/search/32,"Metropolitan Museum of Art, New York, NY"
33,The American Wing,1964,Bust,Bust of Abraham Lincoln,American,"Gillinder and Sons, James",American,1861,1930,,1876,1876,1876,2 3/4 x 3 1/2 x 2 3/4 in. (7 x 8.9 x 7 cm),"Gift of Teunis G. B. Cortelyou, 1964",Glass,http://www.metmuseum.org/art/collection/search/33,"Metropolitan Museum of Art, New York, NY"
34,The American Wing,1970,Clock,Acorn Clock,American,Forestville Manufacturing Company ,,1835,1853,,1847–50,1847,1850,24 3/8 x 14 5/8 x 5 1/8 in. (61.9 x 37.1 x 13 cm),"Gift of Mrs. Paul Moore, 1970",Furniture,http://www.metmuseum.org/art/collection/search/34,"Metropolitan Museum of Art, New York, NY"
35,The American Wing,1904,Vase,The Adams Vase,American,"Farnham, Paulding|Tiffany & Co.",,1859      |1837      ,1927      |9999      ,|,1893–95,1893,1895,"Overall: 19 7/16 x 13 x 9 1/4 in. (49.4 x 33 x 23.5 cm); 352 oz. 18 dwt. (10977 g)
Body: H. 18 7/8 in. (47.9 cm)
Cover: 4 1/4 x 4 13/16 in. (10.8 x 12.2 cm); 19 oz. 6 dwt. (600.1 g)","Gift of Edward D. Adams, 1904",Metal,http://www.metmuseum.org/art/collection/search/35,"Metropolitan Museum of Art, New York, NY"
36,The American Wing,1976,Side Chair,Side Chair,American,"Henninger, Conrad",,1885,1932,,ca. 1887,1884,1887,40 x 25 1/2 x 34 1/2 in. (101.6 x 64.8 x 87.6 cm),"Gift of Charlotte Pickman-Gertz, 1976",Furniture,http://www.metmuseum.org/art/collection/search/36,"Metropolitan Museum of Art, New York, NY"
37,The American Wing,1938,Figure,Figure of Admiral George Rodney,British (American market),"Stephan, Pierre",French,1765,1795,,ca. 1785,1782,1785,H. 12 in. (30.5 cm),"Harris Brisbane Dick Fund, 1938",Ceramics,http://www.metmuseum.org/art/collection/search/37,"Metropolitan Museum of Art, New York, NY"
38,The American Wing,1938,Figure,Figure of Admiral Samuel Hood,British (American market),"Stephan, Pierre",French,1765,1795,,ca. 1785,1782,1785,H. 12 3/8 in. (31.4 cm),"Harris Brisbane Dick Fund, 1938",Ceramics,http://www.metmuseum.org/art/collection/search/38,"Metropolitan Museum of Art, New York, NY"
39,The American Wing,1918,Advertisement,Advertisement for Norwich Stone Ware Factory,American,,,,,,1770–1800,1770,1800,11 x 9 in. (27.9 x 22.9 cm),"Rogers Fund, 1918",Natural Substances,http://www.metmuseum.org/art/collection/search/39,"Metropolitan Museum of Art, New York, NY"
40,The American Wing,1946,Ale glass,Ale Glass,American,New England Glass Company ,,1818,1888,,1830–70,1830,1870,H. 6 9/16 in. (16.7 cm); Diam. 3 in. (7.6 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Glass,http://www.metmuseum.org/art/collection/search/40,"Metropolitan Museum of Art, New York, NY"
41,The American Wing,1946,Ale glass,Ale Glass,American,Union Glass Company,American,,,,1850–70,1850,1870,H. 6 1/4 in. (15.9 cm); Diam. 2 15/16 in. (7.5 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Glass,http://www.metmuseum.org/art/collection/search/41,"Metropolitan Museum of Art, New York, NY"
42,The American Wing,1960,Andiron,Andiron,American,,,,,,1795–1810,1795,1810,30 7/8 x 25 x 13 7/8 in. (78.4 x 63.5 x 35.2 cm),"Sansbury-Mills Fund, 1960",Metal,http://www.metmuseum.org/art/collection/search/42,"Metropolitan Museum of Art, New York, NY"
43,The American Wing,1960,Andiron,Andiron,American,,,,,,1795–1810,1795,1810,30 7/8 x 25 x 13 7/8 in. (78.4 x 63.5 x 35.2 cm),"Sansbury-Mills Fund, 1960",Metal,http://www.metmuseum.org/art/collection/search/43,"Metropolitan Museum of Art, New York, NY"
44,The American Wing,1910,Andiron,Andiron,,,,,,,ca. 1790,1787,1790,H. 27 in. (68.6 cm),"Gift of Mrs. Russell Sage, 1909",Metal,http://www.metmuseum.org/art/collection/search/44,"Metropolitan Museum of Art, New York, NY"
45,The American Wing,1910,Andiron,Andiron,,,,,,,ca. 1790,1787,1790,H. 27 in. (68.6 cm),"Gift of Mrs. Russell Sage, 1909",Metal,http://www.metmuseum.org/art/collection/search/45,"Metropolitan Museum of Art, New York, NY"
46,The American Wing,1910,Andiron,Andiron,,,,,,,1700–1800,1700,1800,H. 16 in. (40.6 cm),"Gift of Mrs. Russell Sage, 1909",Metal,http://www.metmuseum.org/art/collection/search/46,"Metropolitan Museum of Art, New York, NY"
47,The American Wing,1910,Andiron,Andiron,,,,,,,1700–1800,1700,1800,H. 16 in. (40.6 cm),"Gift of Mrs. Russell Sage, 1909",Metal,http://www.metmuseum.org/art/collection/search/47,"Metropolitan Museum of Art, New York, NY"
48,The American Wing,1910,Andiron,Andiron,,,,,,,1770–1800,1770,1800,H. 17 in. (43.2 cm),"Gift of Mrs. Russell Sage, 1909",Metal,http://www.metmuseum.org/art/collection/search/48,"Metropolitan Museum of Art, New York, NY"
49,The American Wing,1910,Andiron,Andiron,,,,,,,1770–1800,1770,1800,H. 17 in. (43.2 cm),"Gift of Mrs. Russell Sage, 1909",Metal,http://www.metmuseum.org/art/collection/search/49,"Metropolitan Museum of Art, New York, NY"
50,The American Wing,1910,Andiron,Andiron,,,,,,,1770–1800,1770,1800,H. 11 1/2 in. (29.2 cm),"Gift of Mrs. Russell Sage, 1909",Metal,http://www.metmuseum.org/art/collection/search/50,"Metropolitan Museum of Art, New York, NY"
51,The American Wing,1910,Andiron,Andiron,,,,,,,1770–1800,1770,1800,H. 11 1/2 in. (29.2 cm),"Gift of Mrs. Russell Sage, 1909",Metal,http://www.metmuseum.org/art/collection/search/51,"Metropolitan Museum of Art, New York, NY"
52,The American Wing,1910,Andiron,Andiron,,,,,,,1700–1800,1700,1800,H. 16 1/2 in. (41.9 cm),"Gift of Mrs. Russell Sage, 1909",Metal,http://www.metmuseum.org/art/collection/search/52,"Metropolitan Museum of Art, New York, NY"
53,The American Wing,1910,Andiron,Andiron,,,,,,,1700–1800,1700,1800,H. 16 1/2 in. (41.9 cm),"Gift of Mrs. Russell Sage, 1909",Metal,http://www.metmuseum.org/art/collection/search/53,"Metropolitan Museum of Art, New York, NY"
56,The American Wing,1910,Andiron,Andiron,,,,,,,1800–1830,1800,1830,H. 23 in. (58.4 cm),"Gift of Mrs. Russell Sage, 1909",Metal,http://www.metmuseum.org/art/collection/search/56,"Metropolitan Museum of Art, New York, NY"
57,The American Wing,1910,Andiron,Andiron,,,,,,,1800–1830,1800,1830,H. 23 in. (58.4 cm),"Gift of Mrs. Russell Sage, 1909",Metal,http://www.metmuseum.org/art/collection/search/57,"Metropolitan Museum of Art, New York, NY"
58,The American Wing,1910,Andiron,Andiron,,,,,,,1800–1900,1800,1900,H. 16 in. (40.6 cm),"Gift of Mrs. Russell Sage, 1909",Metal,http://www.metmuseum.org/art/collection/search/58,"Metropolitan Museum of Art, New York, NY"
59,The American Wing,1910,Andiron,Andiron,,,,,,,1800–1900,1800,1900,H. 16 in. (40.6 cm),"Gift of Mrs. Russell Sage, 1909",Metal,http://www.metmuseum.org/art/collection/search/59,"Metropolitan Museum of Art, New York, NY"
62,The American Wing,1922,Andiron,Andiron,,,,,,,ca. 1800,1797,1800,22 1/2 x 23 in. (57.2 x 58.4 cm),"Rogers Fund, 1922",Metal,http://www.metmuseum.org/art/collection/search/62,"Metropolitan Museum of Art, New York, NY"
63,The American Wing,1922,Andiron,Andiron,,,,,,,ca. 1800,1797,1800,22 1/2 x 23 in. (57.2 x 58.4 cm),"Rogers Fund, 1922",Metal,http://www.metmuseum.org/art/collection/search/63,"Metropolitan Museum of Art, New York, NY"
64,The American Wing,1923,Andiron,Andiron,American,,,,,,1795–1810,1795,1810,25 1/4 x 21 1/2 x 13 1/2 in. (64.1 x 54.6 x 34.3 cm),"Gift of Mr. and Mrs. William A. Moore, 1923",Metal,http://www.metmuseum.org/art/collection/search/64,"Metropolitan Museum of Art, New York, NY"
65,The American Wing,1923,Andiron,Andiron,American,,,,,,1795–1810,1795,1810,25 1/4 x 21 1/2 x 13 1/2 in. (64.1 x 54.6 x 34.3 cm),"Gift of Mr. and Mrs. William A. Moore, 1923",Metal,http://www.metmuseum.org/art/collection/search/65,"Metropolitan Museum of Art, New York, NY"
68,The American Wing,1930,Andiron,Andiron,,,,,,,1760–80,1760,1780,H. 23 1/2 in. (59.7 cm),"The Sylmaris Collection, Gift of George Coe Graves, 1930",Metal,http://www.metmuseum.org/art/collection/search/68,"Metropolitan Museum of Art, New York, NY"
69,The American Wing,1930,Andiron,Andiron,,,,,,,1760–80,1760,1780,H. 23 1/2 in. (59.7 cm),"The Sylmaris Collection, Gift of George Coe Graves, 1930",Metal,http://www.metmuseum.org/art/collection/search/69,"Metropolitan Museum of Art, New York, NY"
70,The American Wing,1934,Andiron,Andiron,,,,,,,1750–65,1750,1765,18 1/2 x 22 1/4 x 13 1/2 in. (47 x 56.5 x 34.3 cm),"Rogers Fund, 1934",Metal,http://www.metmuseum.org/art/collection/search/70,"Metropolitan Museum of Art, New York, NY"
71,The American Wing,1934,Andiron,Andiron,,,,,,,1750–65,1750,1765,18 1/2 x 22 1/4 x 13 1/2 in. (47 x 56.5 x 34.3 cm),"Rogers Fund, 1934",Metal,http://www.metmuseum.org/art/collection/search/71,"Metropolitan Museum of Art, New York, NY"
72,The American Wing,1936,Andiron,Andiron,American,,,,,,1750–80,1750,1780,21 x 21 x 13 1/2 in. (53.3 x 53.3 x 34.3 cm),"Morris K. Jesup Fund, 1936",Metal,http://www.metmuseum.org/art/collection/search/72,"Metropolitan Museum of Art, New York, NY"
73,The American Wing,1936,Andiron,Andiron,American,,,,,,1750–80,1750,1780,21 x 21 x 13 1/2 in. (53.3 x 53.3 x 34.3 cm),"Morris K. Jesup Fund, 1936",Metal,http://www.metmuseum.org/art/collection/search/73,"Metropolitan Museum of Art, New York, NY"
74,The American Wing,1937,Andiron,Andiron,,,,,,,1770–1800,1770,1800,30 3/4 x 28 in. (78.1 x 71.1 cm),"Purchase, The Sylmaris Collection, Gift of George Coe Graves, by exchange, 1937",Metal,http://www.metmuseum.org/art/collection/search/74,"Metropolitan Museum of Art, New York, NY"
75,The American Wing,1937,Andiron,Andiron,,,,,,,1770–1800,1770,1800,30 3/4 x 28 in. (78.1 x 71.1 cm),"Purchase, The Sylmaris Collection, Gift of George Coe Graves, by exchange, 1937",Metal,http://www.metmuseum.org/art/collection/search/75,"Metropolitan Museum of Art, New York, NY"
76,The American Wing,1937,Andiron,Andiron,,,,,,,1740–60,1740,1760,21 1/4 x 17 3/4 in. (54 x 45.1 cm),"Rogers Fund, 1937",Metal,http://www.metmuseum.org/art/collection/search/76,"Metropolitan Museum of Art, New York, NY"
77,The American Wing,1937,Andiron,Andiron,,,,,,,1740–60,1740,1760,21 1/4 x 17 3/4 in. (54 x 45.1 cm),"Rogers Fund, 1937",Metal,http://www.metmuseum.org/art/collection/search/77,"Metropolitan Museum of Art, New York, NY"
78,The American Wing,1937,Andiron,Andiron,,,,,,,ca. 1700,1697,1700,17 3/4 x 24 in. (45.1 x 61 cm),"Rogers Fund, 1937",Metal,http://www.metmuseum.org/art/collection/search/78,"Metropolitan Museum of Art, New York, NY"
79,The American Wing,1937,Andiron,Andiron,,,,,,,ca. 1700,1697,1700,17 3/4 x 24 in. (45.1 x 61 cm),"Rogers Fund, 1937",Metal,http://www.metmuseum.org/art/collection/search/79,"Metropolitan Museum of Art, New York, NY"
80,The American Wing,1939,Andiron,Andiron,,,,,,,1760–80,1760,1780,25 1/2 x 22 1/4 x 13 1/2 in. (64.8 x 56.5 x 34.3 cm),"Gift of James DeLancey Verplanck and John Bayard Rodgers Verplanck,  1939",Metal,http://www.metmuseum.org/art/collection/search/80,"Metropolitan Museum of Art, New York, NY"
81,The American Wing,1939,Andiron,Andiron,,,,,,,1760–80,1760,1780,25 1/2 x 22 1/4 x 13 1/2 in. (64.8 x 56.5 x 34.3 cm),"Gift of James DeLancey Verplanck and John Bayard Rodgers Verplanck,  1939",Metal,http://www.metmuseum.org/art/collection/search/81,"Metropolitan Museum of Art, New York, NY"
84,The American Wing,1941,Andiron,Andiron,,,,,,,1800–1850,1800,1850,16 1/8 x 15 1/4 x 8 1/8 in. (41 x 38.7 x 20.6 cm),"Bequest of W. Gedney Beatty, 1941",Metal,http://www.metmuseum.org/art/collection/search/84,"Metropolitan Museum of Art, New York, NY"
85,The American Wing,1941,Andiron,Andiron,,,,,,,1800–1850,1800,1850,16 1/8 x 15 1/4 x 8 1/8 in. (41 x 38.7 x 20.6 cm),"Bequest of W. Gedney Beatty, 1941",Metal,http://www.metmuseum.org/art/collection/search/85,"Metropolitan Museum of Art, New York, NY"
86,The American Wing,1941,Andiron,Andiron,,,,,,,1730–70,1730,1770,19 1/4 x 19 1/2 x 11 3/4 in. (48.9 x 49.5 x 29.8 cm),"Bequest of W. Gedney Beatty, 1941",Metal,http://www.metmuseum.org/art/collection/search/86,"Metropolitan Museum of Art, New York, NY"
87,The American Wing,1941,Andiron,Andiron,,,,,,,1730–70,1730,1770,19 1/4 x 19 1/2 x 11 3/4 in. (48.9 x 49.5 x 29.8 cm),"Bequest of W. Gedney Beatty, 1941",Metal,http://www.metmuseum.org/art/collection/search/87,"Metropolitan Museum of Art, New York, NY"
88,The American Wing,1941,Andiron,Andiron,,,,,,,1770–1800,1770,1800,20 3/4 x 19 1/2 x 11 3/4 in. (52.7 x 49.5 x 29.8 cm),"Bequest of W. Gedney Beatty, 1941",Metal,http://www.metmuseum.org/art/collection/search/88,"Metropolitan Museum of Art, New York, NY"
89,The American Wing,1941,Andiron,Andiron,,,,,,,1770–1800,1770,1800,20 3/4 x 19 1/2 x 11 3/4 in. (52.7 x 49.5 x 29.8 cm),"Bequest of W. Gedney Beatty, 1941",Metal,http://www.metmuseum.org/art/collection/search/89,"Metropolitan Museum of Art, New York, NY"
90,The American Wing,1941,Andiron,Andiron,,,,,,,1770–1830,1770,1830,18 3/4 x 17 in. (47.6 x 43.2 cm),"Bequest of W. Gedney Beatty, 1941",Metal,http://www.metmuseum.org/art/collection/search/90,"Metropolitan Museum of Art, New York, NY"
91,The American Wing,1941,Andiron,Andiron,,,,,,,1770–1830,1770,1830,18 3/4 x 17 in. (47.6 x 43.2 cm),"Bequest of W. Gedney Beatty, 1941",Metal,http://www.metmuseum.org/art/collection/search/91,"Metropolitan Museum of Art, New York, NY"
92,The American Wing,1946,Andiron,Andiron,American,,,,,,1795–1815,1795,1815,23 1/4 x 23 1/2 in. (59.1 x 59.7 cm),"Gift of the Members of the Committee of the Bertha King Benkard Memorial Fund, 1946",Metal,http://www.metmuseum.org/art/collection/search/92,"Metropolitan Museum of Art, New York, NY"
93,The American Wing,1946,Andiron,Andiron,American,,,,,,1795–1815,1795,1815,23 1/4 x 23 1/2 in. (59.1 x 59.7 cm),"Gift of the Members of the Committee of the Bertha King Benkard Memorial Fund, 1946",Metal,http://www.metmuseum.org/art/collection/search/93,"Metropolitan Museum of Art, New York, NY"
94,The American Wing,1947,Andiron,Andiron,,,,,,,1700–1800,1700,1800,21 x 15 3/4 in. (53.3 x 40 cm),"Gift of Mrs. J. Insley Blair, 1947",Metal,http://www.metmuseum.org/art/collection/search/94,"Metropolitan Museum of Art, New York, NY"
95,The American Wing,1947,Andiron,Andiron,,,,,,,1700–1800,1700,1800,21 x 15 3/4 in. (53.3 x 40 cm),"Gift of Mrs. J. Insley Blair, 1947",Metal,http://www.metmuseum.org/art/collection/search/95,"Metropolitan Museum of Art, New York, NY"
96,The American Wing,1948,Andiron,Andiron,,,,,,,1700–1800,1700,1800,23 1/4 x 18 1/4 in. (59.1 x 46.4 cm),"Bequest of Adeline R. Brown, 1947",Metal,http://www.metmuseum.org/art/collection/search/96,"Metropolitan Museum of Art, New York, NY"
97,The American Wing,1948,Andiron,Andiron,,,,,,,1700–1800,1700,1800,23 1/4 x 18 1/4 in. (59.1 x 46.4 cm),"Bequest of Adeline R. Brown, 1947",Metal,http://www.metmuseum.org/art/collection/search/97,"Metropolitan Museum of Art, New York, NY"
98,The American Wing,1948,Andiron,Andiron,,,,,,,1800–1900,1800,1900,11 3/8 x 14 1/2 x 12 in. (28.9 x 36.8 x 30.5 cm),"Gift of Mrs. J. Insley Blair, 1948",Metal,http://www.metmuseum.org/art/collection/search/98,"Metropolitan Museum of Art, New York, NY"
99,The American Wing,1948,Andiron,Andiron,,,,,,,1800–1900,1800,1900,11 3/8 x 14 1/2 x 12 in. (28.9 x 36.8 x 30.5 cm),"Gift of Mrs. J. Insley Blair, 1948",Metal,http://www.metmuseum.org/art/collection/search/99,"Metropolitan Museum of Art, New York, NY"
100,The American Wing,1949,Andiron,Andiron,American or British,,,,,,1700–1800,1700,1800,18 3/4 x 17 1/2 x 10 3/4 in. (47.6 x 44.5 x 27.3 cm),"Gift of Mrs. J. Insley Blair, 1949",Metal,http://www.metmuseum.org/art/collection/search/100,"Metropolitan Museum of Art, New York, NY"
101,The American Wing,1949,Andiron,Andiron,American or British,,,,,,1700–1800,1700,1800,18 3/4 x 17 1/2 x 10 3/4 in. (47.6 x 44.5 x 27.3 cm),"Gift of Mrs. J. Insley Blair, 1949",Metal,http://www.metmuseum.org/art/collection/search/101,"Metropolitan Museum of Art, New York, NY"
102,The American Wing,1971,Andiron,Andiron,,,,,,,1790–1820,1790,1820,22 1/2 x 27 x 13 in. (57.2 x 68.6 x 33 cm),"Bequest of Flora E. Whiting, 1971",Metal,http://www.metmuseum.org/art/collection/search/102,"Metropolitan Museum of Art, New York, NY"
103,The American Wing,1971,Andiron,Andiron,,,,,,,1790–1820,1790,1820,22 1/2 x 27 x 13 in. (57.2 x 68.6 x 33 cm),"Bequest of Flora E. Whiting, 1971",Metal,http://www.metmuseum.org/art/collection/search/103,"Metropolitan Museum of Art, New York, NY"
104,The American Wing,1980,Andiron,Andiron,,,,,,,1700–1800,1700,1800,24 x 11 1/2 x 16 in. (61 x 29.2 x 40.6 cm),"Gift of Mrs. Eleanor G. Sargent, 1980",Metal,http://www.metmuseum.org/art/collection/search/104,"Metropolitan Museum of Art, New York, NY"
105,The American Wing,1980,Andiron,Andiron,,,,,,,1700–1800,1700,1800,24 x 11 1/2 x 16 in. (61 x 29.2 x 40.6 cm),"Gift of Mrs. Eleanor G. Sargent, 1980",Metal,http://www.metmuseum.org/art/collection/search/105,"Metropolitan Museum of Art, New York, NY"
106,The American Wing,1984,Andiron,Andiron,American,,,,,,ca. 1800,1797,1800,H. 22 1/2 in. (57.2 cm); Diam. 29 in. (73.7 cm),"Friends of the American Wing Fund, 1984",Metal,http://www.metmuseum.org/art/collection/search/106,"Metropolitan Museum of Art, New York, NY"
