last_name,first_name,birth,death,function,languages,raw_entry,author_id
Waddington,Mary King,1833,1923,author,en,"Waddington, Mary King, 1833-1923",3667
Lindsay,Anna Robertson Brown,1864,1948,author,en,"Lindsay, Anna Robertson Brown, 1864-1948",3668
Tucker,George,1775,1861,author,en,"Tucker, George, 1775-1861",3669
Brogan,James C.,,,translator,en,"Brogan, James C. [Translator]",3670
Hammond,Samuel H.,1809,1878,author,en,"Hammond, S. H. (Samuel H.), 1809-1878",3671
Newnes,George,1851,1910,editor,en,"Newnes, George, 1851-1910 [Editor]",3672
Bueltmann,A. J.,,,author,en,"Bueltmann, A. J.",3673
Brooks,Charles Stephen,1878,1934,author,en,"Brooks, Charles S. (Charles Stephen), 1878-1934",3674
Cross,Frederick J.,,,author,en,"Cross, F. J. (Frederick J.)",3675
Avery,Harold,1867,1943,author,en,"Avery, Harold, 1867-1943",3676
Foster,John Buckingham,1863,1941,editor,en,"Foster, John B. (John Buckingham), 1863-1941 [Editor]",3677
Magnay,"William, Sir",1855,1917,author,en,"Magnay, William, Sir, 1855-1917",3678
Ingram,John Henry,1842,1916,editor,en,"Ingram, John Henry, 1842-1916 [Editor]",3679
Black,Edith Ferguson,1857,1936,author,en,"Black, Edith Ferguson, 1857-1936",3680
Robins,Elizabeth,1862,1952,author,en,"Robins, Elizabeth, 1862-1952",3681
Lee,Charles A.,,,author,en; ale,"Lee, Charles A.",3682
Murray,Elsie Riach,1861,1932,author,en,"Murray, E. R. (Elsie Riach), 1861-1932",3683
Smith,Henrietta Brown,1868,,author,en,"Smith, Henrietta Brown, 1868-",3684
Ladue,Joseph,1855,1900,author,en,"Ladue, Joseph, 1855-1900",3685
Wheeler,Janet D.,,,author,en,"Wheeler, Janet D.",3686
Féval,Paul,1817,1887,author,fr,"Féval, Paul, 1817-1887",3687
Berzelius,"Jöns Jakob, friherre",1779,1848,author,la,"Berzelius, Jöns Jakob, friherre, 1779-1848",3688
Ekeberg,Anders Gustaf,1767,1813,contributor,la,"Ekeberg, Anders Gustaf, 1767-1813 [Contributor]",3689
Wilson,Epiphanius,1845,1916,editor,en,"Wilson, Epiphanius, 1845-1916 [Editor]",3690
Mencius,373? BCE-290? BCE,,,author,en,"Mencius, 373? BCE-290? BCE",3691
Davis,"John Francis, Sir",1795,1890,translator,en,"Davis, John Francis, Sir, 1795-1890 [Translator]",3692
Jennings,William,1847,1927,translator,en,"Jennings, William, 1847-1927 [Translator]",3693
Quigley,Edward J.,,,author,en,"Quigley, Edward J.",3694
Verhaeren,Emile,1855,1916,author,fr,"Verhaeren, Emile, 1855-1916",3695
Keenan,Henry Francis,1850,1928,author,en,"Keenan, Henry F. (Henry Francis), 1850-1928",3696
Towne,Elizabeth,1865,1960,author,en,"Towne, Elizabeth, 1865-1960",3697
Beck,James Montgomery,1861,1936,author,en,"Beck, James M. (James Montgomery), 1861-1936",3698
Cooke,Grace MacGowan,1863,1944,author,en,"Cooke, Grace MacGowan, 1863-1944",3699
Keller,Arthur Ignatius,1866,1924,illustrator,en,"Keller, Arthur Ignatius, 1866-1924 [Illustrator]",3700
Planta,Joseph,1744,1827,author,en,"Planta, Joseph, 1744-1827",3701
Eggleston,Edward,1837,1902,author,en,"Eggleston, Edward, 1837-1902",3702
Edwardes,Stephen Meredyth,1873,1927,author,en,"Edwardes, S. M. (Stephen Meredyth), 1873-1927",3703
Moxon,Elizabeth,,,author,en,"Moxon, Elizabeth",3704
Greever,Garland,1883,1967,author,en,"Greever, Garland, 1883-1967",3705
Bachelor,Joseph Morris,1889,1947,author,en,"Bachelor, Joseph M. (Joseph Morris), 1889-1947",3706
Smith,Venture,1729,1805,author,en,"Smith, Venture, 1729?-1805",3707
Johnson,Douglas Wilson,1878,1944,author,en,"Johnson, Douglas Wilson, 1878-1944",3708
Blatch,Harriot Stanton,1856,1940,author,en,"Blatch, Harriot Stanton, 1856-1940",3709
Watson,John Reay,1872,,author,en,"Watson, John R. (John Reay), 1872-",3710
Rees,Arthur John,1872,1942,author,en,"Rees, Arthur J. (Arthur John), 1872-1942",3711
Hoffman,Frank B.,1888,1958,illustrator,en,"Hoffman, Frank B., 1888-1958 [Illustrator]",3712
Hoskins,Gayle Porter,1887,1962,illustrator,en,"Hoskins, Gayle Porter, 1887-1962 [Illustrator]",3713
Basset,René,1855,1924,editor,en,"Basset, René, 1855-1924 [Editor]",3714
Forsslund,Louise,1873,1910,author,en,"Forsslund, Louise, 1873-1910",3715
Oxonian,,,,author,en,Oxonian,3716
Mackenzie,Donald Alexander,1873,1936,author,en,"Mackenzie, Donald A. (Donald Alexander), 1873-1936",3717
Nitti,Francesco Saverio,1868,1953,author,en,"Nitti, Francesco Saverio, 1868-1953",3718
Garnett,Richard,1835,1906,author,en,"Garnett, Richard, 1835-1906",3719
Massey,William Thomas,,,author,en,"Massey, W. T. (William Thomas)",3720
Roosevelt,Theodore,1858,1919,"author of introduction, etc.",en,"Roosevelt, Theodore, 1858-1919 [Author of introduction, etc.]",3721
Dalton,"Hugh Dalton, Baron",1887,1962,author,en,"Dalton, Hugh Dalton, Baron, 1887-1962",3722
Marquand,John Phillips,1893,1960,author,en,"Marquand, John P. (John Phillips), 1893-1960",3723
Sweetser,Kate Dickinson,1870,1939,author,en,"Sweetser, Kate Dickinson, 1870-1939",3724
D'Oliveira,Elias,1886,1944,author,nl,"D'Oliveira, E. (Elias), 1886-1944",3725
Harrison,"William, rector of Brington",,,editor,en,"Harrison, William, rector of Brington [Editor]",3726
Thiselton-Dyer,Thomas Firminger,1848,1923,author,en,"Thiselton-Dyer, T. F. (Thomas Firminger), 1848-1923",3727
Hutton,Edward,1875,1969,author,en,"Hutton, Edward, 1875-1969",3728
Johnson,Edward Gilpin,,,editor,en,"Johnson, Edward Gilpin [Editor]",3729
Waugh,Edwin,1817,1890,author,en,"Waugh, Edwin, 1817-1890",3730
Dulabone,Chris,,,author,en,"Dulabone, Chris",3731
Brummitt,Dan Brearley,1867,1939,author,en,"Brummitt, Dan B. (Dan Brearley), 1867-1939",3732
Dawson,William James,1854,1928,editor,en,"Dawson, W. J. (William James), 1854-1928 [Editor]",3733
Brown,John,1810,1882,contributor,en,"Brown, John, 1810-1882 [Contributor]",3734
Defoe,Daniel,1661,1731,contributor,en,"Defoe, Daniel, 1661?-1731 [Contributor]",3735
Harte,Bret,1836,1902,contributor,en,"Harte, Bret, 1836-1902 [Contributor]",3736
Hogg,James,1770,1835,contributor,en,"Hogg, James, 1770-1835 [Contributor]",3737
James,Henry,1843,1916,contributor,en,"James, Henry, 1843-1916 [Contributor]",3738
Stockton,Frank R.,1834,1902,contributor,en,"Stockton, Frank R., 1834-1902 [Contributor]",3739
Twain,Mark,1835,1910,contributor,en,"Twain, Mark, 1835-1910 [Contributor]",3740
Dawson,Coningsby,1883,1959,editor,en,"Dawson, Coningsby, 1883-1959 [Editor]",3741
Beeton,Isabella Mary,1836,1865,author,en,"Beeton, Mrs. (Isabella Mary), 1836-1865",3742
Edison,Thomas Alva,1847,1931,author,en,"Edison, Thomas A. (Thomas Alva), 1847-1931",3743
Tyrrell,George,1861,1909,author,en,"Tyrrell, George, 1861-1909",3744
Clark,Donald Lemen,1888,1966,author,en,"Clark, Donald Lemen, 1888-1966",3745
Bryant,William Cullen,1794,1878,author,en,"Bryant, William Cullen, 1794-1878",3746
Stork,Elisabeth Pausinger,,,translator,en,"Stork, Elisabeth P. (Elisabeth Pausinger) [Translator]",3747
Toynbee,Arnold,1889,1975,author,en,"Toynbee, Arnold, 1889-1975",3748
Moore,Frank,1843,,author,en,"Moore, Frank, 1843-",3749
Austin,Walter Forward,1872,,editor,en,"Austin, Walter F. (Walter Forward), 1872- [Editor]",3750
Lett,Bob,,,author,en,"Lett, Bob",3751
Lenord,Frank,,,author,en,"Lenord, Frank",3752
Schultz,Siegfried Von,,,author,en,"Schultz, Siegfried Von",3753
Bonci,Alessandro,1870,1940,performer,it,"Bonci, Alessandro, 1870-1940 [Performer]",3754
Flotow,Friedrich von,1812,1883,composer,it,"Flotow, Friedrich von, 1812-1883 [Composer]",3755
Friedrich,W.,1820,1879,librettist,it,"Friedrich, W., 1820?-1879 [Librettist]",3756
Murray,Billy,1877,1954,performer,en,"Murray, Billy, 1877-1954 [Performer]",3757
Girard,Gilbert,1868,,author,en,"Girard, Gilbert, 1868?-",3758
Bernbaum,Ernest,1879,1958,editor,en,"Bernbaum, Ernest, 1879-1958 [Editor]",3759
Cassius Dio Cocceianus,165?-235?,,,author,en,"Cassius Dio Cocceianus, 165?-235?",3760
Foster,Herbert Baldwin,1874,1906,translator,en,"Foster, Herbert Baldwin, 1874-1906 [Translator]",3761
Snouck Hurgronje,Christiaan,1857,1936,author,en,"Snouck Hurgronje, C. (Christiaan), 1857-1936",3762
Greg,Percy,1836,1889,author,en,"Greg, Percy, 1836-1889",3763
Smith,Thomas F. A.,1875,,author,en,"Smith, Thomas F. A., 1875-",3764
Edison Concert Band,,,,author,en,Edison Concert Band,3765
British Military Band,,,,performer,en,British Military Band [Performer],3766
Friedemann,Carl,,,composer,en,"Friedemann, Carl [Composer]",3767
United States Marine Band,,,,performer,en,United States Marine Band [Performer],3768
Sousa,John Philip,1854,1932,composer,en,"Sousa, John Philip, 1854-1932 [Composer]",3769
Sousa Band,,,,performer,en,Sousa Band [Performer],3770
His Majesty's Irish Guards Band,,,,performer,en,His Majesty's Irish Guards Band [Performer],3771
Lotter,Adolph,,,arranger,en,"Lotter, Adolph [Arranger]",3772
Parlow,Kathleen,1890,1963,performer,en,"Parlow, Kathleen, 1890-1963 [Performer]",3773
Beethoven,Ludwig van,1770,1827,composer,en,"Beethoven, Ludwig van, 1770-1827 [Composer]",3774
Drigo,Riccardo,1846,1930,composer,en,"Drigo, Riccardo, 1846-1930 [Composer]",3775
Falkenstein,George,,,performer,en,"Falkenstein, George [Performer]",3776
Liszt,Franz,1811,1886,composer,en,"Liszt, Franz, 1811-1886 [Composer]",3777
Sodero's Band,,,,performer,en,Sodero's Band [Performer],3778
Rachmaninoff,Sergei,1873,1943,performer,en,"Rachmaninoff, Sergei, 1873-1943 [Performer]",3779
White,Edna,1892,1992,performer,en,"White, Edna, 1892-1992 [Performer]",3780
Clarke,Herbert Lincoln,1867,1945,composer,en,"Clarke, Herbert L. (Herbert Lincoln), 1867-1945 [Composer]",3781
Wagner,Richard,1813,1883,composer,en,"Wagner, Richard, 1813-1883 [Composer]",3782
American Symphony Orchestra (West Orange,N.J.),,,performer,en,"American Symphony Orchestra (West Orange, N.J.) [Performer]",3783
Bellini Ensemble Unique,,,,performer,en,Bellini Ensemble Unique [Performer],3784
American Concert Orchestra,,,,author,en,American Concert Orchestra,3785
Rimsky-Korsakov,Nikolay,1844,1908,composer,en,"Rimsky-Korsakov, Nikolay, 1844-1908 [Composer]",3786
Flesch,Carl,1873,1944,performer,en,"Flesch, Carl, 1873-1944 [Performer]",3787
Kreisler,Fritz,1875,1962,arranger,en,"Kreisler, Fritz, 1875-1962 [Arranger]",3788
Dvorák,Antonín,1841,1904,composer,en,"Dvorák, Antonín, 1841-1904 [Composer]",3789
Ruhrseitz,Kurt,,,performer,en,"Ruhrseitz, Kurt [Performer]",3790
Hotel Commodore Ensemble,,,,performer,en,Hotel Commodore Ensemble [Performer],3791
Debussy,Claude,1862,1918,composer,en,"Debussy, Claude, 1862-1918 [Composer]",3792
New York Trio,,,,author,en,New York Trio,3793
Schubert,Franz,1797,1828,composer,en,"Schubert, Franz, 1797-1828 [Composer]",3794
Rosenthal,Moriz,1862,1946,performer,en,"Rosenthal, Moriz, 1862-1946 [Performer]",3795
Chopin,Frédéric,1810,1849,composer,en,"Chopin, Frédéric, 1810-1849 [Composer]",3796
Roth Quartet,,,,performer,en,Roth Quartet [Performer],3797
Mozart,Wolfgang Amadeus,1756,1791,composer,en,"Mozart, Wolfgang Amadeus, 1756-1791 [Composer]",3798
Edison Minstrels,,,,author,en,Edison Minstrels,3799
Kennedy,Frank,,,author,en,"Kennedy, Frank",3800
Spencer,Len,1867,1914,author,en,"Spencer, Len, 1867-1914",3801
Harlan,Byron G.,1861,1936,performer,en,"Harlan, Byron G., 1861-1936 [Performer]",3802
Stanley,Frank C.,1868,1910,performer,en,"Stanley, Frank C., 1868-1910 [Performer]",3803
Edison Vaudeville Company,,,,author,en,Edison Vaudeville Company,3804
Hill,Murry K.,1865,1942,author,en,"Hill, Murry K., 1865-1942",3805
Woottwell,Tom,,,author,en,"Woottwell, Tom",3806
Jones,Ada,1873,1922,performer,en,"Jones, Ada, 1873-1922 [Performer]",3807
Porter,Steve,1864,1936,performer,en,"Porter, Steve, 1864-1936 [Performer]",3808
Bisbee,Jep,1843,1935,performer,en,"Bisbee, Jep, 1843-1935 [Performer]",3809
Blue Ridge Duo,,,,author,en,Blue Ridge Duo,3810
Fiddlin' Powers & Family,,,,author,en,Fiddlin' Powers & Family,3811
Dixie Mountaineers,,,,performer,en,Dixie Mountaineers [Performer],3812
Luther,Frank,1905,1980,performer,en,"Luther, Frank, 1905-1980 [Performer]",3813
North Carolina Ramblers,,,,performer,en,North Carolina Ramblers [Performer],3814
Gladstone,William Ewart,1809,1898,unknown role,en,"Gladstone, W. E. (William Ewart), 1809-1898 [Unknown role]",3815
Mitchell,Maria,1818,1889,author,en,"Mitchell, Maria, 1818-1889",3816
Kendall,Phebe Mitchell,,,compiler,en,"Kendall, Phebe Mitchell [Compiler]",3817
Landfrey,Kenneth,,,author,en,"Landfrey, Kenneth",3818
Hobart,Garret Augustus,1844,1899,author,en,"Hobart, Garret A. (Garret Augustus), 1844-1899",3819
Bryan,William Jennings,1860,1925,author,en,"Bryan, William Jennings, 1860-1925",3820
Gregory,Jackson,1882,1943,author,en,"Gregory, Jackson, 1882-1943",3821
Taylor,Thomas,1758,1835,author,en,"Taylor, Thomas, 1758-1835",3822
Rovani,Giuseppe,1818,1874,author,it,"Rovani, Giuseppe, 1818-1874",3823
Brandt,Gudmund Nyeland,1878,1945,author,da,"Brandt, G. N. (Gudmund Nyeland), 1878-1945",3824
Knight,William Angus,1836,1916,editor,en,"Knight, William Angus, 1836-1916 [Editor]",3825
Webb,Annie,1806,1880,author,en,"Webb, J. B., Mrs. (Annie), 1806-1880",3826
Nixon-Roulet,"Mary F., -1930",,,author,en,"Nixon-Roulet, Mary F., -1930",3827
Mirman,Léon,1865,1949,contributor,en,"Mirman, Léon, 1865-1949 [Contributor]",3828
Adams,J. Esslemont,1865,1935,editor,en,"Adams, J. Esslemont, 1865-1935 [Editor]",3829
Wanamaker,John,1838,1922,unknown role,en,"Wanamaker, John, 1838-1922 [Unknown role]",3830
Díaz,Porfirio,1830,1915,author,es,"Díaz, Porfirio, 1830-1915",3831
Daniels,Josephus,1862,1948,author,en,"Daniels, Josephus, 1862-1948",3832
Daniels,Addie Worth Bagley,1869,1943,author,en,"Daniels, Addie Worth Bagley, 1869-1943",3833
Miles,Nelson Appleton,1839,1925,author,en,"Miles, Nelson Appleton, 1839-1925",3834
Hutchinson,Miller Reese,1876,1944,author,en,"Hutchinson, Miller Reese, 1876-1944",3835
Edison,Theodore M.,1898,1992,author,en,"Edison, Theodore M., 1898-1992",3836
Losey's Orchestra,,,,author,en,Losey's Orchestra,3837
Scott,John A.,,,performer,en,"Scott, John A. [Performer]",3838
Frisco Jass Band,,,,performer,en,Frisco Jass Band [Performer],3839
Johnson,Arnold,1893,1975,composer,en,"Johnson, Arnold, 1893-1975 [Composer]",3840
Earl Fuller's Famous Jazz Band,,,,performer,en,Earl Fuller's Famous Jazz Band [Performer],3841
Fuller,Earl,,,composer,en,"Fuller, Earl [Composer]",3842
All-Star Trio,,,,performer,en,All-Star Trio [Performer],3843
Lopez and Hamilton's Kings of Harmony,,,,author,en,Lopez and Hamilton's Kings of Harmony,3844
Harry Raderman's Jazz Orchestra,,,,author,en,Harry Raderman's Jazz Orchestra,3845
Ferera and Paaluhi,,,,performer,en,Ferera and Paaluhi [Performer],3846
Handy,William Christopher,1873,1958,composer,en,"Handy, W. C. (William Christopher), 1873-1958 [Composer]",3847
Ramsay,,,,other,en,Ramsay [Other],3848
Higham,Daniel,,,other,en,"Higham, Daniel [Other]",3849
Watson,Thomas Augustus,1854,1934,author,en,"Watson, Thomas Augustus, 1854-1934",3850
Banda de Zapadores de Mexico,,,,performer,es,Banda de Zapadores de Mexico [Performer],3851
Yradier,Sebastián,1809,1865,composer,es,"Yradier, Sebastián, 1809-1865 [Composer]",3852
Nebe-Quartett,,,,author,de,Nebe-Quartett,3853
I. J. Hochman's Yiddisher Orchester,,,,author,yi,I. J. Hochman's Yiddisher Orchester,3854
Jugoslavensko Tamburasko Drustvo,,,,author,en,Jugoslavensko Tamburasko Drustvo,3855
Lusk,Milan,,,author,en,"Lusk, Milan",3856
Iwanowski,Aleksander,,,performer,en,"Iwanowski, Aleksander [Performer]",3857
Trio Cubano,,,,performer,es,Trio Cubano [Performer],3858
Cruz,Juan de la,,,performer,es,"Cruz, Juan de la [Performer]",3859
León,"Bienvenido, musician",,,performer,es,"León, Bienvenido, musician [Performer]",3860
Marchand,Charles,1890,1930,performer,fr,"Marchand, Charles, 1890-1930 [Performer]",3861
Šidlauskas,Juozas,,,performer,lt,"Šidlauskas, Juozas [Performer]",3862
Petrauskas,Mikas,1873,1937,composer,lt,"Petrauskas, Mikas, 1873-1937 [Composer]",3863
Pyykkönen,Otto,1898,1970,performer,fi,"Pyykkönen, Otto, 1898-1970 [Performer]",3864
Berman,Louis,1893,1946,author,en,"Berman, Louis, 1893-1946",3865
Allen,Quincy,,,author,en,"Allen, Quincy",3866
"""Colored Quartet"" (name unknown)",,,,author,en,"""Colored Quartet"" (name unknown)",3867
Hann's Emperors of Song,,,,author,en,Hann's Emperors of Song,3868
Knote,Heinrich,1870,1953,performer,de,"Knote, Heinrich, 1870-1953 [Performer]",3869
Constantino,Florencio,1869,1919,performer,it,"Constantino, Florencio, 1869-1919 [Performer]",3870
Puccini,Giacomo,1858,1924,composer,it,"Puccini, Giacomo, 1858-1924 [Composer]",3871
Bori,Lucrezia,1887,1960,performer,it,"Bori, Lucrezia, 1887-1960 [Performer]",3872
Verdi,Giuseppe,1813,1901,composer,it,"Verdi, Giuseppe, 1813-1901 [Composer]",3873
Barrow,Isaac,1630,1677,author,en,"Barrow, Isaac, 1630-1677",3874
Koralek,Paola,,,performer,it,"Koralek, Paola [Performer]",3875
Ponchielli,Amilcare,1834,1886,composer,it,"Ponchielli, Amilcare, 1834-1886 [Composer]",3876
Boito,Arrigo,1842,1918,librettist,it,"Boito, Arrigo, 1842-1918 [Librettist]",3877
Benedetti,Preste,,,performer,it,"Benedetti, Preste [Performer]",3878
Gregorian Choir,,,,performer,la,Gregorian Choir [Performer],3879
Oratorio Chorus,,,,performer,en,Oratorio Chorus [Performer],3880
Handel,George Frideric,1685,1759,composer,en,"Handel, George Frideric, 1685-1759 [Composer]",3881
Muzio,Claudia,1889,1936,performer,it,"Muzio, Claudia, 1889-1936 [Performer]",3882
Tchaikovsky,Peter Ilich,1840,1893,composer,it,"Tchaikovsky, Peter Ilich, 1840-1893 [Composer]",3883
Wright,Edward Sterling,,,performer,en,"Wright, Edward Sterling [Performer]",3884
Dunbar,Paul Laurence,1872,1906,author,en,"Dunbar, Paul Laurence, 1872-1906",3885
Humphrey,Harry Ervin,1873,1947,performer,en,"Humphrey, Harry E. (Harry Ervin), 1873-1947 [Performer]",3886
D'Almaine,Charles,1871,1943,performer,en,"D'Almaine, Charles, 1871-1943 [Performer]",3887
Lowe,Charles P.,,,performer,en,"Lowe, Charles P. [Performer]",3888
Jaudas,Eugene,,,performer,en,"Jaudas, Eugene [Performer]",3889
Ehrlich,Sam,1872,1927,composer,en,"Ehrlich, Sam, 1872-1927 [Composer]",3890
Atz,Louis,,,performer,en,"Atz, Louis [Performer]",3891
Peerless Orchestra (Edison studio ensemble),,,,author,en,Peerless Orchestra (Edison studio ensemble),3892
Stone,Fred S.,,,composer,en,"Stone, Fred S. [Composer]",3893
Kryl,Bohumir,1875,1961,performer,en,"Kryl, Bohumir, 1875-1961 [Performer]",3894
Frosini,Pietro,1885,1951,performer,en,"Frosini, Pietro, 1885-1951 [Performer]",3895
Siegel,Samuel,1876,1948,performer,en,"Siegel, Samuel, 1876?-1948 [Performer]",3896
Caveny,Marie,,,performer,en,"Caveny, Marie [Performer]",3897
Hervilly,Ernest d',1839,1911,author,fr,"Hervilly, Ernest d', 1839-1911",3898
Scudder,Horace Elisha,1838,1902,editor,en,"Scudder, Horace Elisha, 1838-1902 [Editor]",3899
Jubilee Singers,,,,author,en,Jubilee Singers,3900
Wiedoeft,Rudy,1893,1940,performer,en,"Wiedoeft, Rudy, 1893-1940 [Performer]",3901
Trucksess,Robert,,,performer,en,"Trucksess, Robert [Performer]",3902
Gilbert,James L.,,,composer,en,"Gilbert, James L. [Composer]",3903
Spilman,Jonathan E.,1812,1896,composer,en,"Spilman, Jonathan E., 1812-1896 [Composer]",3904
Peabody,Eddie,1901,1970,performer,en,"Peabody, Eddie, 1901?-1970 [Performer]",3905
Suppé,Franz von,1819,1895,composer,en,"Suppé, Franz von, 1819-1895 [Composer]",3906
Watson,George P.,,,performer,en,"Watson, George P. [Performer]",3907
Favor,Edward M.,1856,1936,performer,en,"Favor, Edward M., 1856-1936 [Performer]",3908
Giefer,George L.,,,composer,en,"Giefer, George L. [Composer]",3909
Dobbs,John,,,performer,en,"Dobbs, John [Performer]",3910
Cannon,Hughie L.,1877,1912,composer,en,"Cannon, Hughie L., 1877-1912 [Composer]",3911
Sanford,Jere,,,performer,en,"Sanford, Jere [Performer]",3912
Tucker,Sophie,1884,1966,author,en,"Tucker, Sophie, 1884-1966",3913
Brooks,Shelton,1886,1975,composer,en,"Brooks, Shelton, 1886-1975 [Composer]",3914
Berlin,Irving,1888,1989,composer,en,"Berlin, Irving, 1888-1989 [Composer]",3915
American Quartet,,,,performer,en,American Quartet [Performer],3916
Wenrich,Percy,1887,1952,composer,en,"Wenrich, Percy, 1887-1952 [Composer]",3917
Madden,Edward,1878,1952,contributor,en,"Madden, Edward, 1878-1952 [Contributor]",3918
Burkhart,Maurice,,,performer,en,"Burkhart, Maurice [Performer]",3919
Santly,Joseph H.,1886,1962,composer,en,"Santly, Joseph H., 1886-1962 [Composer]",3920
Manns,"August Friedrich, Sir",1825,1907,conductor,en,"Manns, August Friedrich, Sir, 1825-1907 [Conductor]",3921
Sullivan,Arthur,1842,1900,composer,en,"Sullivan, Arthur, 1842-1900 [Composer]",3922
Stewart,Effie,,,performer,en,"Stewart, Effie [Performer]",3923
Issler's Orchestra,,,,performer,en,Issler's Orchestra [Performer],3924
Michelangelo Buonarroti,,1475,1564,author,en,"Michelangelo Buonarroti, 1475-1564",3925
Firdawsi,,,,author,en,Firdawsi,3926
Hafiz,active 14th century,,,author,en,"Hafiz, active 14th century",3927
Gottheil,Richard James Horatio,1862,1936,contributor,en,"Gottheil, Richard J. H. (Richard James Horatio), 1862-1936 [Contributor]",3928
Atkinson,James,1780,1852,translator,en,"Atkinson, James, 1780-1852 [Translator]",3929
Bicknell,Herman,1830,1875,translator,en,"Bicknell, Herman, 1830-1875 [Translator]",3930
May,Sophie,1833,1906,author,en,"May, Sophie, 1833-1906",3931
Rideout,Henry Milner,1877,1927,author,en,"Rideout, Henry Milner, 1877-1927",3932
Brett,Harold,1880,1955,illustrator,en,"Brett, Harold, 1880-1955 [Illustrator]",3933
Conklin,"Nathaniel, Mrs.",1841,1900,author,en,"Conklin, Nathaniel, Mrs., 1841-1900",3934
Cassels,Walter Richard,1826,1907,author,en,"Cassels, Walter Richard, 1826-1907",3935
Smith,Laura Rountree,1876,1924,author,en,"Smith, Laura Rountree, 1876-1924",3936
Marx-Koning,Marie,1864,1926,author,nl,"Marx-Koning, Marie, 1864-1926",3937
Smith,Nora Archibald,1859,1934,contributor,en,"Smith, Nora Archibald, 1859-1934 [Contributor]",3938
Garnett,David,1892,1981,author,en,"Garnett, David, 1892-1981",3939
Garnett,Rachel Alice,1891,1940,illustrator,en,"Garnett, R. A. (Rachel Alice), 1891-1940 [Illustrator]",3940
Aaronsohn,Alexander,1888,1948,author,en,"Aaronsohn, Alexander, 1888-1948",3941
Hoey,Frances Cashel,1830,1908,translator,en,"Hoey, Frances Cashel, 1830-1908 [Translator]",3942
Stoddard,William O.,1835,1925,author,en,"Stoddard, William O., 1835-1925",3943
Erickson,Joel Amos,1982,,author,en,"Erickson, Joel Amos, 1982-",3944
Trollope,Frances Milton,1780,1863,author,en,"Trollope, Frances Milton, 1780-1863",3945
Buysse,Cyriel,1859,1932,author,fr,"Buysse, Cyriel, 1859-1932",3946
Alvares,Rahul,,,author,en,"Alvares, Rahul",3947
McGuinn,Roger,1942,,author,en,"McGuinn, Roger, 1942-",3948
Richardson,James,1806,1851,author,en,"Richardson, James, 1806-1851",3949
O'Neill,Rose Cecil,1874,1944,illustrator,en,"O'Neill, Rose Cecil, 1874-1944 [Illustrator]",3950
Dolbey,Robert Valentine,1878,1937,author,en,"Dolbey, Robert Valentine, 1878-1937",3951
Bryant,William Cullen,1794,1878,"author of introduction, etc.",en,"Bryant, William Cullen, 1794-1878 [Author of introduction, etc.]",3952
Gandhi,Mahatma,1869,1948,author,en,"Gandhi, Mahatma, 1869-1948",3953
Carr,"John, Sir",1772,1832,author,en,"Carr, John, Sir, 1772-1832",3954
Yeardley,John,1786,1858,author,en,"Yeardley, John, 1786-1858",3955
Tylor,Charles,1816,1902,editor,en,"Tylor, Charles, 1816-1902 [Editor]",3956
Musick,John Roy,1849,1901,author,en,"Musick, John R. (John Roy), 1849-1901",3957
Vachell,Horace Annesley,1861,1955,author,en,"Vachell, Horace Annesley, 1861-1955",3958
Bowman,Earl Wayland,1875,1952,author,en,"Bowman, Earl Wayland, 1875-1952",3959
Garvice,Charles,1850,1920,author,en,"Garvice, Charles, 1850-1920",3960
Wells,Philip Patterson,1868,1929,author,en,"Wells, Philip P. (Philip Patterson), 1868-1929",3961
Joyce,T. H.,,,translator,en,"Joyce, T. H. [Translator]",3962
Locker,Arthur,1828,1893,translator,en,"Locker, Arthur, 1828-1893 [Translator]",3963
Howard,J. E.,,,author,en,"Howard, J. E.",3964
Bull,"Thomas, -1858",,,author,en,"Bull, Thomas, -1858",3965
Conscience,Hendrik,1812,1883,author,fr,"Conscience, Hendrik, 1812-1883",3966
Clarkson,Thomas,1760,1846,author,en,"Clarkson, Thomas, 1760-1846",3967
Carter,Freeland A.,1856,1948,illustrator,en,"Carter, F. A. (Freeland A.), 1856-1948 [Illustrator]",3968
Bullen,Arthur Henry,1857,1920,editor,en,"Bullen, A. H. (Arthur Henry), 1857-1920 [Editor]",3969
Brampton,"Henry Hawkins, Baron",1817,1907,author,en,"Brampton, Henry Hawkins, Baron, 1817-1907",3970
Harris,Richard,1833,1906,editor,en,"Harris, Richard, 1833-1906 [Editor]",3971
Harkness,Peter T.,,,author,en,"Harkness, Peter T.",3972
McCracken,Elizabeth,1876,,author,en,"McCracken, Elizabeth, 1876-",3973
Wolff,Elizabeth Bekker,1738,1804,author,nl,"Wolff, Elizabeth Bekker, 1738-1804",3974
Deken,Agatha,1741,1804,author,nl,"Deken, Agatha, 1741-1804",3975
Drayton,Daniel,1802,1857,author,en,"Drayton, Daniel, 1802-1857",3976
Isham,Frederic Stewart,1866,1922,author,en,"Isham, Frederic Stewart, 1866-1922",3977
Bilbrough,E. Ernest,,,author,en,"Bilbrough, E. Ernest",3978
Louisiana Five,,,,performer,en,Louisiana Five [Performer],3979
Tuson,William,,,performer,en,"Tuson, William [Performer]",3980
Balfe,Michael William,1808,1870,composer,en,"Balfe, M. W. (Michael William), 1808-1870 [Composer]",3981
