last_name,first_name,birth,death,function,languages,raw_entry,author_id
McKee,Thomas Jefferson,1840,1899,"author of introduction, etc.",en,"McKee, Thomas Jefferson, 1840-1899 [Author of introduction, etc.]",328
Buchan,John,1875,1940,author,en,"Buchan, John, 1875-1940",329
Kay,Ross,,,author,en,"Kay, Ross",330
Kennon,J. L.,,,author,en,"Kennon, J. L.",331
Schiller,Friedrich,1759,1805,author,en,"Schiller, Friedrich, 1759-1805",332
Morrison,Alexander James William,1806,1865,translator,en,"Morrison, A. J. W. (Alexander James William), 1806-1865 [Translator]",333
Brann,William Cowper,1855,1898,author,en,"Brann, William Cowper, 1855-1898",334
Fries,Adelaide Lisetta,1871,1949,author,en,"Fries, Adelaide L. (Adelaide Lisetta), 1871-1949",335
Potter,Beatrix,1866,1943,author,en,"Potter, Beatrix, 1866-1943",336
Lamb,Charles,1775,1834,author,en,"Lamb, Charles, 1775-1834",337
Lamb,Mary,1764,1847,author,en,"Lamb, Mary, 1764-1847",338
Blake,William,1757,1827,author,en,"Blake, William, 1757-1827",339
Bacon,Francis,1561,1626,author,en,"Bacon, Francis, 1561-1626",340
Johnson,Samuel,1709,1784,author,en,"Johnson, Samuel, 1709-1784",341
Nakashima,Tadashi,1920,,author,en,"Nakashima, Tadashi, 1920-",342
Lanier,Sidney,1842,1881,author,en,"Lanier, Sidney, 1842-1881",343
Jenkins,Edward,1838,1910,author,en,"Jenkins, Edward, 1838-1910",344
Wilson,Harriet E.,1825,1900,author,en,"Wilson, Harriet E., 1825-1900",345
Craft,"William, -1900",,,author,en,"Craft, William, -1900",346
Craft,Ellen,1826,1891,author,en,"Craft, Ellen, 1826-1891",347
Browne,"Thomas, Sir",1605,1682,author,en,"Browne, Thomas, Sir, 1605-1682",348
Japp,Alexander Hay,1839,1905,author,en,"Japp, Alexander H. (Alexander Hay), 1839-1905",349
Maupassant,Guy de,1850,1893,author,en,"Maupassant, Guy de, 1850-1893",350
Arnot,Robert,1860,,"author of introduction, etc.",en,"Arnot, Robert, 1860- [Author of introduction, etc.]",351
Bourget,Paul,1852,1935,"author of introduction, etc.",en,"Bourget, Paul, 1852-1935 [Author of introduction, etc.]",352
Sidney,Margaret,1844,1924,contributor,en,"Sidney, Margaret, 1844-1924 [Contributor]",353
Coolidge,Susan,1835,1905,contributor,en,"Coolidge, Susan, 1835-1905 [Contributor]",354
Miller,Francis Trevelyan,1877,1959,contributor,en,"Miller, Francis Trevelyan, 1877-1959 [Contributor]",355
Powelson,"Amy Therese, Mrs.",,,contributor,en,"Powelson, Amy Therese, Mrs. [Contributor]",356
Aldrich,Thomas Bailey,1836,1907,author,en,"Aldrich, Thomas Bailey, 1836-1907",357
Snorri Sturluson,,1179,1241,author,en,"Snorri Sturluson, 1179?-1241",358
Thackeray,William Makepeace,1811,1863,author,en,"Thackeray, William Makepeace, 1811-1863",359
Dostoyevsky,Fyodor,1821,1881,author,en,"Dostoyevsky, Fyodor, 1821-1881",360
Lewis,Matthew Gregory,1775,1818,author,en,"Lewis, M. G. (Matthew Gregory), 1775-1818",361
Lucan,39-65,,,author,en,"Lucan, 39-65",362
Darlow,Thomas Herbert,1858,1927,editor,en,"Darlow, T. H. (Thomas Herbert), 1858-1927 [Editor]",363
Arnold,Edwin Lester,1857,1935,author,en,"Arnold, Edwin Lester, 1857-1935",364
Linderman,Frank Bird,1869,1938,author,en,"Linderman, Frank Bird, 1869-1938",365
Wu,Tingfang,1842,1922,author,en,"Wu, Tingfang, 1842-1922",366
Tennyson,"Alfred Tennyson, Baron",1809,1892,author,en,"Tennyson, Alfred Tennyson, Baron, 1809-1892",367
Japan,,,,author,en,Japan,368
Ariosto,Lodovico,1474,1533,author,en,"Ariosto, Lodovico, 1474-1533",369
Rose,William Stewart,1775,1843,translator,en,"Rose, William Stewart, 1775-1843 [Translator]",370
Seeger,Alan,1888,1916,author,en,"Seeger, Alan, 1888-1916",371
Trollope,Anthony,1815,1882,author,en,"Trollope, Anthony, 1815-1882",372
James,William,1842,1910,author,en,"James, William, 1842-1910",373
Swift,Jonathan,1667,1745,author,en,"Swift, Jonathan, 1667-1745",374
Morley,Henry,1822,1894,editor,en,"Morley, Henry, 1822-1894 [Editor]",375
Bellamy,Edward,1850,1898,author,en,"Bellamy, Edward, 1850-1898",376
Bury,Richard de,1287,1345,author,en,"Bury, Richard de, 1287-1345",377
Thomas,Ernest Chester,1850,1892,translator,en,"Thomas, Ernest Chester, 1850-1892 [Translator]",378
Plouffe,Simon,1956,,editor,en,"Plouffe, Simon, 1956- [Editor]",379
Mackay,Charles,1814,1889,author,en,"Mackay, Charles, 1814-1889",380
Gamble,Eliza Burt,1841,1920,author,en,"Gamble, Eliza Burt, 1841-1920",381
Ballantyne,Robert Michael,1825,1894,author,en,"Ballantyne, R. M. (Robert Michael), 1825-1894",382
Stevenson,Fanny Van de Grift,1840,1914,author,en,"Stevenson, Fanny Van de Grift, 1840-1914",383
Bell,Robert,1800,1867,editor,en,"Bell, Robert, 1800-1867 [Editor]",384
Dixon,James Henry,1803,1876,contributor,en,"Dixon, James Henry, 1803-1876 [Contributor]",385
Stone,Marcus,1840,1921,illustrator,en,"Stone, Marcus, 1840-1921 [Illustrator]",386
Frost,Arthur Burdett,1851,1928,illustrator,en,"Frost, A. B. (Arthur Burdett), 1851-1928 [Illustrator]",387
Copping,Harold,1863,1932,illustrator,en,"Copping, Harold, 1863-1932 [Illustrator]",388
Orr,"Sutherland, Mrs.",1828,1903,author,en,"Orr, Sutherland, Mrs., 1828-1903",389
Sharp,William,1855,1905,author,en,"Sharp, William, 1855-1905",390
Ingram,James,1774,1850,translator,en,"Ingram, J. (James), 1774-1850 [Translator]",391
Giles,John Allen,1808,1884,translator,en,"Giles, J. A. (John Allen), 1808-1884 [Translator]",392
Quintus,"Smyrnaeus, active 4th century",,,author,en,"Quintus, Smyrnaeus, active 4th century",393
Way,Arthur Sanders,1847,1930,translator,en,"Way, Arthur S. (Arthur Sanders), 1847-1930 [Translator]",394
Walter,Russ,1947,,author,en,"Walter, Russ, 1947-",395
Plutarch,46-120?,,,author,en,"Plutarch, 46-120?",396
Clough,Arthur Hugh,1819,1861,editor,en,"Clough, Arthur Hugh, 1819-1861 [Editor]",397
Kingsley,Charles,1819,1875,author,en,"Kingsley, Charles, 1819-1875",398
Harper,Frances Ellen Watkins,1825,1911,author,en,"Harper, Frances Ellen Watkins, 1825-1911",399
Naidu,Sarojini,1879,1949,author,en,"Naidu, Sarojini, 1879-1949",400
Symons,Arthur,1865,1945,contributor,en,"Symons, Arthur, 1865-1945 [Contributor]",401
Gorky,Maksim,1868,1936,author,en,"Gorky, Maksim, 1868-1936",402
Chesterton,Gilbert Keith,1874,1936,commentator,en,"Chesterton, G. K. (Gilbert Keith), 1874-1936 [Commentator]",403
Fee,Greg,,,author,en,"Fee, Greg",404
Walton,Izaak,1593,1683,author,en,"Walton, Izaak, 1593-1683",405
United States. Arms Control and Disarmament Agency,,,,author,en,United States. Arms Control and Disarmament Agency,406
United States. Army. Corps of Engineers. Manhattan District,,,,author,en,United States. Army. Corps of Engineers. Manhattan District,407
European Union,,,,author,en,European Union,408
Dunbar-Nelson,Alice Moore,1875,1935,author,en,"Dunbar-Nelson, Alice Moore, 1875-1935",409
Tucker,Benjamin Ricketson,1854,1939,translator,en,"Tucker, Benjamin Ricketson, 1854-1939 [Translator]",410
Russell,Bertrand,1872,1970,author,en,"Russell, Bertrand, 1872-1970",411
Riley,James Whitcomb,1849,1916,author,en,"Riley, James Whitcomb, 1849-1916",412
Mitchell,Silas Weir,1829,1914,author,en,"Mitchell, S. Weir (Silas Weir), 1829-1914",413
Walpole,Horace,1717,1797,author,en,"Walpole, Horace, 1717-1797",414
Townsend,Frederick Henry,1868,1920,illustrator,en,"Townsend, F. H. (Frederick Henry), 1868-1920 [Illustrator]",415
Ruskin,John,1819,1900,author,en,"Ruskin, John, 1819-1900",416
Young,Martha,1868,,author,en,"Young, Martha, 1868-",417
Lovelace,Richard,1618,1658,author,en,"Lovelace, Richard, 1618-1658",418
Van Dyke,Henry,1852,1933,author,en,"Van Dyke, Henry, 1852-1933",419
Fairless,Michael,1869,1901,author,en,"Fairless, Michael, 1869-1901",420
Hornung,Ernest William,1866,1921,author,en,"Hornung, E. W. (Ernest William), 1866-1921",421
Bull,Charles Livingston,1874,1932,illustrator,en,"Bull, Charles Livingston, 1874-1932 [Illustrator]",422
Haggard,Henry Rider,1856,1925,author,en,"Haggard, H. Rider (Henry Rider), 1856-1925",423
Ellis,Edward Sylvester,1840,1916,author,en,"Ellis, Edward Sylvester, 1840-1916",424
Hope,Laura Lee,,,author,en,"Hope, Laura Lee",425
Hearn,Lafcadio,1850,1904,author,en,"Hearn, Lafcadio, 1850-1904",426
Henley,William Ernest,1849,1903,author,en,"Henley, William Ernest, 1849-1903",427
Ridpath,John Clark,1840,1900,author,en,"Ridpath, John Clark, 1840-1900",428
Adam,Graeme Mercer,1830,1912,author,en,"Adam, G. Mercer (Graeme Mercer), 1830-1912",429
Edmunds,Charles Keyser,1876,,author,en,"Edmunds, Charles K. (Charles Keyser), 1876-",430
Carpenter,John A.,,,author,en,"Carpenter, John A.",431
Levy,Steven,1951,,author,en,"Levy, Steven, 1951-",432
Gibbon,Edward,1737,1794,author,en,"Gibbon, Edward, 1737-1794",433
Milman,Henry Hart,1791,1868,commentator,en,"Milman, Henry Hart, 1791-1868 [Commentator]",434
Clay,Henry,1777,1852,author,en,"Clay, Henry, 1777-1852",435
Calhoun,John Caldwell,1782,1850,author,en,"Calhoun, John C. (John Caldwell), 1782-1850",436
Benton,Thomas Hart,1782,1858,author,en,"Benton, Thomas Hart, 1782-1858",437
Brisbane,Arthur,1864,1936,author,en,"Brisbane, Arthur, 1864-1936",438
Godwin,William,1756,1836,author,en,"Godwin, William, 1756-1836",439
Kanada,Yasumasa,1949,2020,author,en,"Kanada, Yasumasa, 1949-2020",440
Gould,George Milbrey,1848,1922,author,en,"Gould, George M. (George Milbrey), 1848-1922",441
Pyle,Walter Lytle,1871,1921,author,en,"Pyle, Walter L. (Walter Lytle), 1871-1921",442
Yates,Dornford,1885,1960,author,en,"Yates, Dornford, 1885-1960",443
John of Damascus,"Saint, 676?-749",,,author,en,"John of Damascus, Saint, 676?-749",444
Mattingly,Harold,1884,1964,translator,en,"Mattingly, Harold, 1884-1964 [Translator]",445
Woodward,George Ratcliffe,1848,1934,translator,en,"Woodward, George Ratcliffe, 1848-1934 [Translator]",446
Evans,Sebastian,1830,1909,translator,en,"Evans, Sebastian, 1830-1909 [Translator]",447
Holmes,Oliver Wendell,1809,1894,author,en,"Holmes, Oliver Wendell, 1809-1894",448
Freud,Sigmund,1856,1939,"author of introduction, etc.",en,"Freud, Sigmund, 1856-1939 [Author of introduction, etc.]",449
Paul,Cedar,1880,1972,translator,en,"Paul, Cedar, 1880-1972 [Translator]",450
Paul,Eden,1865,1944,translator,en,"Paul, Eden, 1865-1944 [Translator]",451
Van Loon,Hendrik Willem,1882,1944,author,en,"Van Loon, Hendrik Willem, 1882-1944",452
Bird,Isabella Lucy,1831,1904,author,en,"Bird, Isabella L. (Isabella Lucy), 1831-1904",453
Munk,Joseph Amasa,1847,1927,author,en,"Munk, J. A. (Joseph Amasa), 1847-1927",454
Gilbert,William Schwenck,1836,1911,author,en,"Gilbert, W. S. (William Schwenck), 1836-1911",455
Geological Survey (U.S.),,,,author,en,Geological Survey (U.S.),456
United States. National Aeronautics and Space Administration,,,,author,en,United States. National Aeronautics and Space Administration,457
Beerbohm,"Max, Sir",1872,1956,author,en,"Beerbohm, Max, Sir, 1872-1956",458
Whale,George,,,author,en,"Whale, George",459
Murray,John,,,author,en,"Murray, John",460
Day,Edmund,1866,1923,author,en,"Day, Edmund, 1866-1923",461
Miller,Marion Mills,1864,1949,author,en,"Miller, Marion Mills, 1864-1949",462
Dodge,Mary Mapes,1830,1905,author,en,"Dodge, Mary Mapes, 1830-1905",463
Merritt,Abraham,1884,1943,author,en,"Merritt, Abraham, 1884-1943",464
Brontë,Anne,1820,1849,author,en,"Brontë, Anne, 1820-1849",465
Brontë,Emily,1818,1848,author,en,"Brontë, Emily, 1818-1848",466
Okakura,Kakuzo,1862,1913,author,en,"Okakura, Kakuzo, 1862-1913",467
Nesbit,Edith,1858,1924,author,en,"Nesbit, E. (Edith), 1858-1924",468
Brontë,Charlotte,1816,1855,author,en,"Brontë, Charlotte, 1816-1855",469
Claxton,William J.,,,author,en,"Claxton, William J.",470
Marlowe,Christopher,1564,1593,author,en,"Marlowe, Christopher, 1564-1593",471
Dyce,Alexander,1798,1869,editor,en,"Dyce, Alexander, 1798-1869 [Editor]",472
Marshall,Logan,1884,1937,editor,en,"Marshall, Logan, 1884-1937 [Editor]",473
Mandeville,"John, Sir",,,author,en,"Mandeville, John, Sir",474
Badger,Joseph Edward,1848,1909,author,en,"Badger, Jos. E. (Joseph Edward), 1848-1909",475
Lucretius Carus,"Titus, 95? BCE-50? BCE",,,author,en,"Lucretius Carus, Titus, 95? BCE-50? BCE",476
Leonard,William Ellery,1876,1944,translator,en,"Leonard, William Ellery, 1876-1944 [Translator]",477
Brown,Charles Brockden,1771,1810,author,en,"Brown, Charles Brockden, 1771-1810",478
Talbot,Frederick Arthur Ambrose,1880,1924,author,en,"Talbot, Frederick Arthur Ambrose, 1880-1924",479
Lang,Andrew,1844,1912,translator,en,"Lang, Andrew, 1844-1912 [Translator]",480
Stendhal,,1783,1842,author,fr,"Stendhal, 1783-1842",481
Sterne,Laurence,1713,1768,author,en,"Sterne, Laurence, 1713-1768",482
Fitzgerald,Francis Scott,1896,1940,author,en,"Fitzgerald, F. Scott (Francis Scott), 1896-1940",483
McNamee,Gregory,1957,,translator,en,"McNamee, Gregory, 1957- [Translator]",484
Sullivan,Arthur,1842,1900,author,en,"Sullivan, Arthur, 1842-1900",485
Tolstoi,"Ilia Lvovich, graf",1866,1933,author,en,"Tolstoi, Ilia Lvovich, graf, 1866-1933",486
Calderon,George,1868,1915,translator,en,"Calderon, George, 1868-1915 [Translator]",487
Tocqueville,Alexis de,1805,1859,author,en,"Tocqueville, Alexis de, 1805-1859",488
Reeve,Henry,1813,1895,translator,en,"Reeve, Henry, 1813-1895 [Translator]",489
Barber,Horatio,1875,1964,author,en,"Barber, H. (Horatio), 1875-1964",490
Casson,Herbert Newton,1869,1951,author,en,"Casson, Herbert Newton, 1869-1951",491
Dyer,Frank Lewis,1870,1941,author,en,"Dyer, Frank Lewis, 1870-1941",492
Martin,Thomas Commerford,1856,1924,author,en,"Martin, Thomas Commerford, 1856-1924",493
Tymon,Frank,,,author,en,"Tymon, Frank",494
Power,Patrick,1862,1951,translator,en,"Power, P. (Patrick), 1862-1951 [Translator]",495
Apollonius,Rhodius,,,author,en,"Apollonius, Rhodius",496
Seaton,Robert Cooper,1853,1915,translator,en,"Seaton, R. C. (Robert Cooper), 1853-1915 [Translator]",497
Chrétien,"de Troyes, active 12th century",,,author,en,"Chrétien, de Troyes, active 12th century",498
Comfort,William Wistar,1874,1955,translator,en,"Comfort, William Wistar, 1874-1955 [Translator]",499
McSpadden,Joseph Walker,1874,1960,author,en,"McSpadden, J. Walker (Joseph Walker), 1874-1960",500
Veblen,Thorstein,1857,1929,author,en,"Veblen, Thorstein, 1857-1929",501
Blackmore,Richard Doddridge,1825,1900,author,en,"Blackmore, R. D. (Richard Doddridge), 1825-1900",502
Simms,William Gilmore,1806,1870,author,en,"Simms, William Gilmore, 1806-1870",503
Timrod,Henry,1828,1867,author,en,"Timrod, Henry, 1828-1867",504
Weems,Mason Locke,1759,1825,author,en,"Weems, M. L. (Mason Locke), 1759-1825",505
Macaulay,"Thomas Babington Macaulay, Baron",1800,1859,author,en,"Macaulay, Thomas Babington Macaulay, Baron, 1800-1859",506
Smith,Francis Hopkinson,1838,1915,author,en,"Smith, Francis Hopkinson, 1838-1915",507
Rowlandson,Mary White,1635,1711,author,en,"Rowlandson, Mary White, 1635?-1711",508
Dewey,John,1859,1952,author,en,"Dewey, John, 1859-1952",509
Reu,Johann Michael,1869,1943,editor,en,"Reu, Johann Michael, 1869-1943 [Editor]",510
Mayo,Margaret,1882,1951,author,en,"Mayo, Margaret, 1882-1951",511
Bacon,John Mackenzie,1846,1904,author,en,"Bacon, John M. (John Mackenzie), 1846-1904",512
Wister,Owen,1860,1938,author,en,"Wister, Owen, 1860-1938",513
Christie,Agatha,1890,1976,author,en,"Christie, Agatha, 1890-1976",514
Epictetus,55-135,,,author,en,"Epictetus, 55-135",515
Crossley,Hastings,,,translator,en,"Crossley, Hastings [Translator]",516
Vivian,Evelyn Charles,1882,1947,author,en,"Vivian, Evelyn Charles, 1882-1947",517
Marsh,William Lockwood,1886,1963,author,en,"Marsh, W. Lockwood (William Lockwood), 1886-1963",518
Whittier,John Greenleaf,1807,1892,author,en,"Whittier, John Greenleaf, 1807-1892",519
Lowell,James Russell,1819,1891,author,en,"Lowell, James Russell, 1819-1891",520
Stoddard,Elizabeth,1823,1902,author,en,"Stoddard, Elizabeth, 1823-1902",521
Duff Gordon,"Lucie, Lady",1821,1869,author,en,"Duff Gordon, Lucie, Lady, 1821-1869",522
Der Ling,Princess,1886,1944,author,en,"Der Ling, Princess, 1886-1944",523
Adams,John Quincy,1767,1848,author,en,"Adams, John Quincy, 1767-1848",524
Marion,Fulgence,,,author,en,"Marion, Fulgence",525
Dana,Marvin,1867,1926,author,en,"Dana, Marvin, 1867-1926",526
Veiller,Bayard,1869,1943,author,en,"Veiller, Bayard, 1869-1943",527
Jackman,William James,1850,,author,en,"Jackman, William J. (William James), 1850-",528
Chanute,Octave,1832,1910,author,en,"Chanute, Octave, 1832-1910",529
Russell,Thomas Herbert,1862,1947,author,en,"Russell, Thomas Herbert, 1862-1947",530
Shaw,Bernard,1856,1950,author,en,"Shaw, Bernard, 1856-1950",531
Filson,John,1747,1788,author,en,"Filson, John, 1747?-1788",532
Lermontov,Mikhail Iurevich,1814,1841,author,en,"Lermontov, Mikhail Iurevich, 1814-1841",533
Murray,Marr,,,translator,en,"Murray, Marr [Translator]",534
Wisdom,J. H.,,,translator,en,"Wisdom, J. H. [Translator]",535
Hazeltine,Alice Isabel,1878,1959,author,en,"Hazeltine, Alice Isabel, 1878-1959",536
Spinoza,Benedictus de,1632,1677,author,en,"Spinoza, Benedictus de, 1632-1677",537
Elwes,Robert Harvey Monro,1853,,translator,en,"Elwes, R. H. M. (Robert Harvey Monro), 1853- [Translator]",538
James,William Dobein,1764,1830,author,en,"James, William Dobein, 1764-1830",539
United States. Presidents,,,,author,en,United States. Presidents,540
Miller,Gustavus Hindman,1857,1929,author,en,"Miller, Gustavus Hindman, 1857-1929",541
St. Jude,,,,author,en,St. Jude,542
Nagel,Bart,,,author,en,"Nagel, Bart",543
Sirius,R. U.,1952,,author,en,"Sirius, R. U., 1952-",544
Waters,"W. G., Mrs.",,,author,en,"Waters, W. G., Mrs.",545
Poe,Edgar Allan,1809,1849,author,en,"Poe, Edgar Allan, 1809-1849",546
Ryan,Abram Joseph,1839,1886,author,en,"Ryan, Abram Joseph, 1839-1886",547
Cooper,James Fenimore,1789,1851,author,en,"Cooper, James Fenimore, 1789-1851",548
Hudson,William Henry,1841,1922,author,en,"Hudson, W. H. (William Henry), 1841-1922",549
Darwin,Charles,1809,1882,author,en,"Darwin, Charles, 1809-1882",550
Haldeman-Julius,Emanuel,1888,1951,author,en,"Haldeman-Julius, E. (Emanuel), 1888-1951",551
Haldeman-Julius,Marcet,1887,1941,author,en,"Haldeman-Julius, Marcet, 1887-1941",552
Southey,Robert,1774,1843,author,en,"Southey, Robert, 1774-1843",553
Kendall,Henry,1839,1882,author,en,"Kendall, Henry, 1839-1882",554
Stevens,Bertram,1872,1922,contributor,en,"Stevens, Bertram, 1872-1922 [Contributor]",555
Pyle,Howard,1853,1911,author,en,"Pyle, Howard, 1853-1911",556
Dumas,Alexandre,1802,1870,author,en,"Dumas, Alexandre, 1802-1870",557
Maquet,Auguste,1813,1888,author,en,"Maquet, Auguste, 1813-1888",558
Peacock,Thomas Love,1785,1866,author,en,"Peacock, Thomas Love, 1785-1866",559
Ward,"Humphry, Mrs.",1851,1920,"author of introduction, etc.",en,"Ward, Humphry, Mrs., 1851-1920 [Author of introduction, etc.]",560
Stewart,Cal,1856,1919,author,en,"Stewart, Cal, 1856-1919",561
Freeman,Mary Eleanor Wilkins,1852,1930,author,en,"Freeman, Mary Eleanor Wilkins, 1852-1930",562
Munro,John,1849,1930,author,en,"Munro, John, 1849-1930",563
Gummere,Francis Barton,1855,1919,translator,en,"Gummere, Francis Barton, 1855-1919 [Translator]",564
Lear,Edward,1812,1888,author,en,"Lear, Edward, 1812-1888",565
Gordon,Irwin Leslie,1888,1954,editor,en,"Gordon, Irwin Leslie, 1888-1954 [Editor]",566
Maude,Aylmer,1858,1938,translator,en,"Maude, Aylmer, 1858-1938 [Translator]",567
Maude,Louise,1855,1939,translator,en,"Maude, Louise, 1855-1939 [Translator]",568
Cattell,James McKeen,1860,1944,editor,en,"Cattell, James McKeen, 1860-1944 [Editor]",569
Key,Ellen,1849,1926,author,en,"Key, Ellen, 1849-1926",570
Higginson,Thomas Wentworth,1823,1911,author,en,"Higginson, Thomas Wentworth, 1823-1911",571
Synge,John Millington,1871,1909,author,en,"Synge, J. M. (John Millington), 1871-1909",572
Cervantes Saavedra,Miguel de,1547,1616,author,en,"Cervantes Saavedra, Miguel de, 1547-1616",573
Ormsby,John,1829,1895,translator,en,"Ormsby, John, 1829-1895 [Translator]",574
Dante Alighieri,,1265,1321,author,it,"Dante Alighieri, 1265-1321",575
Longfellow,Henry Wadsworth,1807,1882,translator,en,"Longfellow, Henry Wadsworth, 1807-1882 [Translator]",576
Cary,Henry Francis,1772,1844,translator,en,"Cary, Henry Francis, 1772-1844 [Translator]",577
Parkman,Francis,1823,1893,author,en,"Parkman, Francis, 1823-1893",578
Monroe,Harriet,1860,1936,"author of introduction, etc.",en,"Monroe, Harriet, 1860-1936 [Author of introduction, etc.]",579
Osbourne,Lloyd,1868,1947,author,en,"Osbourne, Lloyd, 1868-1947",580
Rumford,"Benjamin, Graf von",1753,1814,author,en,"Rumford, Benjamin, Graf von, 1753-1814",581
Grossmith,George,1847,1912,author,en,"Grossmith, George, 1847-1912",582
Grossmith,Weedon,1852,1919,author,en,"Grossmith, Weedon, 1852-1919",583
Mackay,Charles,1814,1889,editor,en,"Mackay, Charles, 1814-1889 [Editor]",584
Owen,Wilfred,1893,1918,author,en,"Owen, Wilfred, 1893-1918",585
