Topics,Subjects_Count
Haiti -- Politics and government -- 1844-1934,1
Courthouses -- Ontario -- Toronto,1
Courts -- Ontario -- Elgin County,1
Courts -- Ontario -- Middlesex County,1
"Wagner, Richard, 1813-1883 -- Juvenile literature",1
"Cabral, Pedro Alvares, -1520?",1
"Handel, George Frideric, 1685-1759 -- Juvenile literature",1
"Verdi, Giuseppe, 1813-1901 -- Juvenile literature",1
"George Edwards, 1850-1933",1
Rhesus (Legendary character) -- Drama,1
"Pentheus, King of Thebes (Mythological character) -- Drama",1
Bacchantes -- Drama,1
Theater -- England,1
"Dogma, Development of",1
Asbestos,1
Asbestos mines and mining -- Québec (Province),1
"Brownlow, William Gannaway, 1805-1877",1
"Tennessee, East -- History -- Civil War, 1861-1865",1
"Etiquette -- United States -- Handbooks, manuals, etc.",1
"Ensor, James, 1860-1949",1
Vermont -- History -- To 1791 -- Fiction,1
"William IV, King of Great Britain, 1765-1837",1
Eleusinian mysteries,1
"United States. Army. Sharpshooters Regiment, 1st (1861-1864). Company F",1
"Louis XIII, King of France, 1601-1643",1
"Maintenon, Madame de, 1635-1719",1
"Grieg, Edvard, 1843-1907 -- Juvenile literature",1
Composers -- Norway -- Biography -- Juvenile literature,1
Santali literature -- Translations into English,1
Great Britain. Army. Royal Sussex Regiment,1
Woodpeckers,1
American literature -- African American authors -- History and criticism,1
African American artists,1
African American arts,1
"Schubert, Franz, 1797-1828 -- Juvenile literature",1
"Ticonderoga, Battle of, N.Y., 1758 -- Fiction",1
Black people -- France -- History -- 19th century -- Fiction,1
Plantation life -- Mauritius -- Fiction,1
Slave trade -- Mauritius -- Fiction,1
"Names, Geographical -- New England",1
Algonquian Indians -- Names,1
"Anthony, Susan B. (Susan Brownell), 1820-1906 -- Trials, litigation, etc.",1
Election law -- United States,1
"Hecker, Isaac Thomas, 1819-1888",1
"Thurneysser, Leonhard, 1531-1595",1
"Danckelman, Eberhard Christoph Balthasar Freiherr von, 1643-1722",1
"Rudolf II, Holy Roman Emperor, 1552-1612",1
"Frederick William I of Prussia, 1688-1740",1
"Charles Augustus, Grand Duke of Saxe-Weimar-Eisenach, 1757-1828",1
"Indians of North America -- Canada, Eastern -- Fiction",1
New France -- Discovery and exploration -- Fiction,1
Absolution,1
Niagara River (N.Y. and Ont.),1
Hertfordshire (England) -- Guidebooks,1
"Preston, Jennet, -1612",1
Witchcraft -- England -- Lancashire,1
Generals -- Scotland -- Biography,1
Scotland -- History -- 1660-1688 -- Biography,1
"Böttcher, Johann Friedrich, 1682-1719",1
"Maurice, Elector of Saxony, 1521-1553",1
North West Mounted Police (Canada) -- Juvenile fiction,1
"Cervantes Saavedra, Miguel de, 1547-1616 -- Translations into German",1
"Scoresby, William, 1760-1829",1
Fathers and sons -- England -- Whitby,1
Virtues (Buddhism),1
Printing -- Philippines -- History,1
Philippines -- Bibliography,1
Harrogate (England) -- Poetry,1
Imaginary places -- Drawings,1
"Ibsen, Henrik, 1828-1906 -- Parodies, imitations, etc.",1
Cape of Good Hope (South Africa) -- Fiction,1
"Risk Allah, Habeeb -- Travel -- Syria",1
"Risk Allah, Habeeb -- Travel -- Europe",1
Romanian poetry,1
"Isabel, Queen, consort of Dinis, King of Portugal, 1271-1336",1
"Nagai, Kafu, 1879-1959 -- Travel -- United States",1
Brucellosis in cattle,1
"War stories, German",1
Art -- Minnesota -- Minneapolis,1
Sculpture -- Minnesota -- Minneapolis,1
Strikes and lockouts -- Building trades -- Illinois -- Chicago,1
Strikes and lockouts -- Illinois -- Chicago,1
Building trades -- Employees -- Labor unions -- Illinois -- Chicago,1
Ecstasy,1
Church work with criminals,1
Evangelists,1
"Slavery -- Africa, North",1
Ethnology -- History,1
Baseball -- Humor,1
"Shiukichi, Shigemi, 1865-1928",1
Eumeces pluvialis,1
Brook salamanders,1
Paulist Fathers -- United States -- Biography,1
"Missouri -- History -- Civil War, 1861-1865 -- Juvenile fiction",1
Hudson's Bay Company -- History,1
Québec (Québec) -- History,1
Niagara Frontier (N.Y.) -- History,1
"Champlain, Lake -- History",1
Glasgow (Scotland) -- Social life and customs -- 20th century -- Fiction,1
Leiden (Netherlands) -- Description and travel,1
Iowa -- Description and travel,1
Civil disobedience -- India,1
African Americans -- Congresses,1
Latter Day Saint churches -- Apologetic works,1
Concrete -- Juvenile fiction,1
"Massinger, Philip, 1583-1640 -- Criticism and interpretation",1
"Literature -- Societies, etc. -- Fiction",1
Solar eclipses -- 1869,1
Animal ghosts,1
Extrasensory perception in animals,1
Young women -- United States,1
Geul River Valley (Belgium and Netherlands) -- Description and travel,1
Jews -- Netherlands -- Amsterdam,1
British -- Burma -- Fiction,1
Drug abuse -- Fiction,1
Fortune-telling by tea leaves,1
"Mackenzie, Alexander, Sir, 1763-1820",1
"Northwest, Canadian -- Discovery and exploration",1
Science -- Readers,1
"Augustus, Emperor of Rome, 63 B.C.-14 A.D. -- Religion",1
Internet -- Fiction,1
Playwriting,1
"Vorpommern (Western Pomerania, Germany : Province) -- Fiction",1
Illness -- Fiction,1
"Authors, Japanese -- 20th century -- Travel -- United States",1
Latter Day Saint churches -- Apostles -- Biography,1
"Kimball, Heber C. (Heber Chase), 1801-1868",1
Legends -- Asia,1
Folklore -- Asia,1
Highway engineering -- Oregon -- History,1
Water resources development -- Systems engineering -- Oregon -- History,1
"Hearne, Samuel, 1745-1792",1
Self-interest,1
Afrikaans literature -- History and criticism,1
Afrikaans prose literature -- History and criticism,1
Sailors -- England -- History -- 16th century,1
"Decoration and ornament, Medieval",1
"Radisson, Pierre Esprit, approximately 1636-1710",1
Volcanoes -- Italy -- Early works to 1800,1
Vesuvius (Italy) -- Early works to 1800,1
Mound-builders -- Art,1
Animal sculpture -- Mississippi River Valley,1
Nuts -- Minnesota,1
Nuts -- Wisconsin,1
Nut trees -- Minnesota,1
Nut trees -- Wisconsin,1
United States -- Politics and government -- 1825-1829,1
Girls -- Education,1
Ptychohyla,1
Amphibians -- Mexico,1
Eugenics -- United States,1
Euthenics -- United States,1
Minnesota State Horticultural Society -- Periodicals,1
Gardening -- Minnesota -- Periodicals,1
Horticulture -- Minnesota -- Periodicals,1
Fruit-culture -- Minnesota -- Periodicals,1
Slave narratives -- Missouri,1
Enslaved persons -- Missouri -- Social conditions,1
African Americans -- Missouri -- Biography,1
"Verhaeren, Emile, 1855-1916",1
"Gilchrist, Anne (Anne Burrows), 1828-1885 -- Correspondence",1
Women sailors -- Fiction,1
"Folk songs, English -- Jamaica",1
Folk music -- Jamaica,1
Fairies -- Juvenile drama,1
Alsace (France) -- Church history,1
Freemasonry -- United States -- Rituals,1
Fredericton (N.B.) -- Fiction,1
Vancouver (B.C.) -- Fiction,1
"Garay, Juan de, 1528?-1583",1
Paraguay -- History -- To 1811 -- Sources,1
"Martí, José, 1853-1895",1
Politics and literature -- Great Britain -- History -- 19th century,1
Radicalism -- Great Britain -- History -- 19th century,1
Radicalism in literature,1
Catholic Church -- Great Britain -- Early works to 1800,1
"Gunpowder Plot, 1605 -- Early works to 1800",1
Catholics -- Great Britain -- Early works to 1800,1
Princesses -- Juvenile drama,1
Witches -- Juvenile drama,1
Canadian Rockies (B.C. and Alta.) -- Pictorial works,1
Euripides -- Criticism and interpretation,1
Prairie Provinces -- Poetry,1
French Canadians,1
Medicine -- Biography,1
Marine animals -- Massachusetts -- Massachusetts Bay,1
Seashore biology -- Massachusetts -- Massachusetts Bay,1
Indians of North America -- Northwest Coast of North America -- Languages,1
"Etna, Mount (Italy) -- Early works to 1800",1
"Short stories, American -- Hawaii",1
Agriculture -- Prairie Provinces,1
Cattle -- Pedigrees -- Periodicals,1
Harpers Ferry (W. Va.) -- History,1
"Philosophy, Ancient -- Oriental influences",1
"Ward, Leslie, Sir, 1851-1922",1
Painters -- Great Britain -- Biography,1
Legends -- Caucasus,1
"Campaign literature, 1872 -- Republican",1
"Painting, Japanese",1
"Thompson, Samuel, 1810-1886",1
Toronto (Ont.) -- Biography,1
Folk music -- United States -- History and criticism,1
"Folk songs, English -- United States -- History and criticism",1
Family owned business enterprises -- Succession -- Juvenile fiction,1
Church of Jesus Christ of Latter-day Saints -- Government,1
Reorganized Church of Jesus Christ of Latter Day Saints -- Government -- Controversial literature,1
Ecclesiastical law -- United States,1
Burial laws -- United States,1
Folklore -- Laos,1
Theater -- Utah -- History,1
Vermont -- History,1
Cities and towns -- Canada,1
Peace of Westphalia (1648),1
"Wellington, Arthur Wellesley, Duke of, 1769-1852 -- Correspondence",1
England -- Social life and customs -- 19th century -- Poetry,1
Seances -- California -- San Francisco,1
Mexicans -- California -- Fiction,1
Ethnic relations -- Fiction,1
Archimedes,1
Fishing -- Poetry,1
God -- Proof,1
Social secretaries -- Fiction,1
Wakarusa River Valley (Kan.),1
Women -- Employment -- Japan,1
"Mason, William, 1829-1908",1
Musicians -- United States -- Biography,1
Hunt riding,1
"Charlotte, of Bourbon, consort of William I, Prince of Orange, 1548?-1582",1
"Fortuny, Mariano, 1838-1874",1
"Scheffer, Ary, 1795-1858",1
"Doré, Gustave, 1832-1883",1
English language -- Phonetics -- Study and teaching,1
Reading -- Phonetic method,1
"Fletcher, John, 1579-1625. Two noble kinsmen",1
"Finley, John, 1797-1866",1
Hoosier (Nickname),1
Cooking -- Study and teaching (Secondary),1
"Donatello, 1386?-1466",1
"Bashkirtseff, Marie, 1860-1884 -- Correspondence",1
Artists -- Russia -- Correspondence,1
"Mann, W. J. (William Julius), 1819-1892. Plea for the Augsburg Confession",1
Augsburg Confession,1
Lutheran Church -- Controversial literature,1
Air pilots -- France -- Biography,1
"Osceola, Seminole chief, 1804-1838 -- Fiction",1
Seminole Indians -- Fiction,1
"Seminole War, 1st, 1817-1818 -- Fiction",1
"Huysmans, J.-K. (Joris-Karl), 1848-1907 -- Criticism and interpretation",1
"Huysmans, J.-K. (Joris-Karl), 1848-1907. Là-bas",1
Personality -- Juvenile fiction,1
Discontent -- Juvenile fiction,1
Girondists,1
"Schumann, Robert, 1810-1856 -- Juvenile literature",1
"Liszt, Franz, 1811-1886 -- Juvenile literature",1
"Ballads, Scots -- Scotland -- History and criticism",1
Didactic poetry -- History and criticism,1
Variable stars,1
Iraq -- Fiction,1
Animals -- Great Britain -- Fiction,1
"Dialect literature, American -- Tennessee",1
Students' songs -- Europe -- Texts,1
"Kipling, Rudyard, 1865-1936 -- Criticism and interpretation",1
"Adventure stories, English -- History and criticism",1
Calcutta (India) -- Fiction,1
Portugal -- Social life and customs,1
"Occultism -- India, South",1
Dravidians -- Folklore,1
"United States. Army. Illinois Cavalry Regiment, 2nd (1861-1865) -- History",1
"Afonso I, King of Portugal, 1109?-1185",1
"Portugal -- History -- Afonso I, 1139-1185",1
Boston terrier,1
Uppingham School,1
"Pfeiffer, Ida, 1797-1858",1
Catholic ex-priests,1
"Songs, Latin (Medieval and modern) -- Translations into English",1
Goliards -- Songs and music -- Texts,1
England -- Church history,1
Niagara River (N.Y. and Ont.) -- History,1
Waterfalls,1
"Education, Preschool",1
Religious education of children,1
Bible -- Study and teaching -- Catholic Church,1
Women's Anti-Suffrage Association of Massachusetts,1
"Superstition -- India, South",1
"Men -- Quotations, maxims, etc.",1
"Man-woman relationships -- Quotations, maxims, etc.",1
Sanctification -- Fiction,1
Strabismus,1
Kumaun (India) -- Fiction,1
"Reid, Mayne, 1818-1883",1
Stepdaughters -- Juvenile fiction,1
Catholic Church -- England -- History -- 19th century,1
War posters,1
"World War, 1914-1918 -- Posters",1
Chibcha Indians,1
Marriage law,1
Divorce -- Law and legislation,1
"Brandão, Raul, 1867-1930",1
"Authors, Portuguese -- 20th century -- Biography",1
"Winthrop, John, 1588-1649 -- Poetry",1
"Poets, American -- 19th century -- Correspondence",1
Mothers -- Correspondence,1
Neutrality -- United States,1
"Hunt, Leigh, 1784-1859 -- Friends and associates",1
"Keats, John, 1795-1821 -- Friends and associates",1
"Copernicus, Nicolaus, 1473-1543",1
Indians of North America -- California -- Religion,1
Children -- Death -- Religious aspects -- Juvenile fiction,1
Commercial photography,1
"Postal service -- United States -- History -- Colonial period, ca. 1600-1775",1
Indians of North America -- Commerce,1
Fur trade -- New York (State),1
New York (State) -- Commerce -- History,1
Music and literature -- History -- 16th century,1
Music and literature -- History -- 17th century,1
"Whitman, Louisa Van Velsor, 1795-1873",1
"United States. Army. New Jersey Infantry Regiment, 15th (1862-1865)",1
"New Jersey -- History -- Civil War, 1861-1865 -- Regimental histories",1
"Loughborough, Mary Ann Webster, 1836-1887",1
"Vicksburg (Miss.) -- History -- Siege, 1863 -- Personal narratives",1
"Tourist camps, hostels, etc.",1
Motels,1
Seville (Spain) -- Fiction,1
"Barr, Amelia E., 1831-1919",1
"France -- History -- Reign of Terror, 1793-1794 -- Fiction",1
Saint Lawrence River Region -- Fiction,1
Scots -- Québec (Province) -- Fiction,1
"Krakatoa (Indonesia) -- Eruption, 1883",1
Journalism -- Corrupt practices,1
Catalonia (Spain) -- Religion,1
Musicians -- Correspondence,1
British -- Cuba -- Fiction,1
War and emergency powers -- United States,1
Carpathian Mountains -- Description and travel,1
"Carnegie, Andrew, 1835-1919",1
Philanthropists -- United States -- Biography,1
Mound-builders -- Manitoba,1
Indians of North America -- Manitoba -- Antiquities,1
Manitoba -- Antiquities,1
"Hoffmann, E. T. A. (Ernst Theodor Amadeus), 1776-1822 -- Fiction",1
"Folk songs, Dutch -- Netherlands -- Texts",1
"Mayo, Richard Southwell Bourke, Earl of, 1822-1872",1
Visions -- Early works to 1800,1
Private revelations -- Early works to 1800,1
"Saint-Saëns, Camille, 1835-1921. Henry VIII",1
"Accademia di Francia (Rome, Italy)",1
Agriculture -- Philippines -- Periodicals,1
Lotteries,1
"Axholme, Isle of (England) -- History -- Fiction",1
Folklore -- Assyria,1
Folklore -- Babylonia,1
Birth -- Folklore,1
Portuguese poetry -- Translations into Italian,1
"Folk songs, Portuguese -- Texts",1
"Ballads, Portuguese -- Texts",1
Interlingua (Latin without inflections),1
Comparative literature -- German and Persian,1
Varnish and varnishing,1
Stains and staining,1
Polishes,1
Unitarian churches -- Sermons,1
"Naaman, the Syrian -- Drama",1
"Religious drama, American",1
Confederate States of America -- Fiction,1
Courtship -- Netherlands,1
Organized crime -- United States -- History -- 19th century,1
Gambling -- United States -- History -- 19th century,1
Gambling and crime -- United States -- History -- 19th century,1
Fairies -- Great Britain,1
Comparative literature -- Sanskrit and German,1
Comparative literature -- German and Sanskrit,1
Comparative literature -- Persian and German,1
"Historical fiction, Tagalog",1
"Melbourne, William Lamb, Viscount, 1779-1848",1
Bohemianism -- Humor,1
Psychoanalysis and culture,1
War -- Psychological aspects,1
Death -- Psychological aspects,1
"Poets, Provençal -- Biography",1
Marriage customs and rites -- Netherlands,1
Prince Edward Island -- History,1
"Québec expedition, 1690 -- Fiction",1
"MacNab, Archibald, 1778?-1860",1
Microscopes -- Catalogs,1
Mecklenburg (Germany : Region) -- Fiction,1
"Loti, Pierre, 1850-1923 -- Travel -- Cambodia",1
Angkor (Extinct city),1
Scotland -- Description and travel -- Juvenile fiction,1
Fiber plants,1
"Children's literature, American -- Bibliography",1
Catholic Church -- Relations,1
"Teach, Edward, -1718 -- Fiction",1
Roanoke River Valley (Va. and N.C.) -- Fiction,1
"Burton, Annie L., 1858?-",1
"Drumgoold, Kate",1
"Allen, William G., active 1849-1853",1
Vienna (Austria) -- Intellectual life -- 18th century,1
"Grenville, Richard, Sir, 1541?-1591 -- Fiction",1
"Flores, Battle of, Azores, 1591 -- Fiction",1
"Monica, Saint, -387",1
German literature -- Translations into English,1
"Pius X, Pope, 1835-1914",1
Kennebec County (Me.) -- Description and travel,1
Gardiner (Me.) -- Description and travel,1
"Names, Geographical -- Europe",1
Rivers -- Europe,1
Latin America -- Politics and government -- Fiction,1
Seville (Spain) -- Biography,1
Tornadoes -- Kentucky -- Louisville -- 1890,1
Ruined buildings -- Kentucky -- Louisville -- Pictorial works,1
"Victoria, Queen of Great Britain, 1819-1901 -- Anniversaries, etc. -- Poetry",1
Intersexuality,1
"Sublime, The",1
"Mythology, Classical -- Humor",1
Transvaal (South Africa) -- Politics and government,1
War -- Religious aspects -- Christianity,1
Peace -- Religious aspects -- Christianity,1
"Bute, John Patrick Crichton-Stuart, Marquess of, 1847-1900",1
Natural history -- England -- Norfolk,1
Gautama Buddha -- Teachings,1
Edinburgh (Scotland) -- Social conditions -- 19th century,1
Slums -- Scotland -- Edinburgh,1
Poor -- Scotland -- Edinburgh,1
Cricket -- Juvenile fiction,1
Slave narratives -- Alabama,1
Slavery -- Alabama,1
African Americans -- Alabama -- Biography,1
Enslaved persons -- Alabama -- Social conditions,1
Aeronautics -- Poetry,1
Time in literature,1
"Pullman Strike, 1894",1
Diphtheria -- Prevention,1
Chautauqua County (N.Y.) -- Description and travel -- Juvenile fiction,1
Niagara Falls (N.Y. and Ont.) -- Description and Travel -- Juvenile fiction,1
Housing and health -- Scotland -- Edinburgh -- History -- 19th century -- Sources,1
Housing -- Scotland -- Edinburgh -- History -- 19th century -- Sources,1
Dramatic monologues -- History and criticism,1
"Carroll, Lewis, 1832-1898 -- Juvenile literature",1
"Authors, English -- 19th century -- Biography -- Juvenile literature",1
Frontier and pioneer life -- Washington (State),1
Women heroes,1
"Blake, William, 1757-1827 -- Criticism and interpretation",1
Art and literature -- England -- History -- 18th century,1
Art and literature -- England -- History -- 19th century,1
Miscegenation -- United States,1
Italian drama (Comedy) -- 19th century,1
"Irvine, Alexander, 1863-1941",1
Mafulus,1
Fuyuge language,1
Plato. Symposium,1
Birds -- Idaho,1
Acadians -- History -- Juvenile fiction,1
Cheese -- Poetry,1
"Church of St. Peter Mancroft (Norwich, England)",1
Clergy -- England -- Norwich,1
"George V, King of Great Britain, 1865-1936",1
Cemeteries -- France,1
Cemeteries -- Belgium,1
"World War, 1914-1918 -- Cemeteries",1
"Names, Personal -- Frisian",1
Poor laws -- England,1
"Great Britain -- History -- William I, 1066-1087 -- Fiction",1
Sportswriters -- Fiction,1
Gaul -- History,1
"Sarfatti, Roberto, 1900-1917",1
"Majno, Luigi, 1852-1915",1
"Ravizza, Alessandrina, 1846-1915",1
"Stieffel, Hermann, 1826-1886",1
Raccoon -- Geographical distribution -- Climatic factors,1
Procyonidae -- Geographical distribution -- Climatic factors,1
Medicine -- California,1
Tariff -- Great Britain -- Poetry,1
Free trade -- Poetry,1
"Chamberlain, Joseph, 1836-1914 -- Poetry",1
Great Britain -- Politics and government -- 1901-1910 -- Poetry,1
"Tipitaka. Suttapitaka. Khuddakanikaya. Jataka -- Paraphrases, English",1
African Americans -- Bibliography,1
Slave narratives -- South Carolina,1
African Americans -- South Carolina -- Biography,1
North America,1
Lectures and lecturing -- United States,1
"Steel Strike, U.S., 1919-1920",1
Raccoon -- Metabolism -- Climatic factors,1
Procyonidae -- Metabolism -- Climatic factors,1
York (England) -- History,1
York (England) -- Social life and customs,1
"Prince, Mary",1
Fugitive slaves -- West Indies -- Biography,1
Rural-urban migration -- United States -- Fiction,1
"Byzantine Empire -- History -- Heraclius, 610-641",1
Art in literature,1
Christian sects -- History -- 19th century,1
African American Methodists -- United States -- Biography,1
Slavery -- Maryland -- History -- 18th century,1
"Jackson, Mattie J.",1
Great Britain -- Politics and government -- 1649-1660 -- Pamphlets,1
"Guarini, Battista, 1538-1612. Pastor fido -- Adaptations",1
"Pastoral drama, Italian",1
Italians -- New York (State) -- New York,1
"Cenci, Beatrice, 1577-1599 -- Fiction",1
Enslaved persons -- Missouri -- Saint Louis -- Biography,1
Freed persons -- Biography,1
Slavery -- Missouri -- Saint Louis -- History -- 19th century,1
Fugitive slaves -- Missouri -- Saint Louis -- Biography,1
Kidnapping -- Illinois -- History -- 19th century,1
"Enslaved persons -- Legal status, laws, etc. -- United States",1
Hudson River (N.Y. and N.J.) -- Guidebooks,1
"Old Elizabeth, 1766-",1
"Luther, Martin, 1483-1546. Kleine Katechismus",1
Porcelain -- Washington (D.C.),1
Dinners and dining -- Washington (D.C.),1
Pottery -- England -- Devon,1
Pottery -- Atlantic States,1
"Heraclius, Emperor of the East, approximately 575-641",1
"Delaney, Lucy A. (Lucy Ann), 1828?- -- Trials, litigation, etc.",1
Enslaved women -- Missouri -- Saint Louis -- Biography,1
"Duff Gordon, Lucie, Lady, 1821-1869 -- Correspondence",1
"Delaney, Lucy A. (Lucy Ann), 1828?-",1
"Great Britain. Laws, statutes, etc., 1603-1625 (James I)",1
Chilkat Indians,1
Plants -- Australia,1
"Surratt, Mary E. (Mary Eugenia), 1820-1865 -- Trials, litigation, etc.",1
Trials (Assassination) -- Washington (D.C.),1
Judicial error -- United States,1
Christian life -- Periodicals,1
Creosote,1
Piers -- Design and construction,1
"French, John Denton Pinkstone, Earl of Ypres, 1852-1925",1
Bawdy poetry,1
Algeria -- Social life and customs -- Fiction,1
"Best-Dunkley, Bertram, 1890-1917",1
"Ypres, 3rd Battle of, Ieper, Belgium, 1917",1
Months,1
"United States -- History -- Civil War, 1861-1865 -- Humor",1
Americans -- Great Britain -- Juvenile fiction,1
Time -- Systems and standards -- Congresses,1
Prime Meridian -- Congresses,1
"Wolfe, James, 1727-1759 -- Juvenile fiction",1
Ireland -- Social life and customs -- 18th century -- Fiction,1
Enslaved persons -- Emancipation -- United States -- Songs and music,1
"Eminönü (Istanbul, Turkey)",1
Virginia City (Nev.) -- Fiction,1
Comstock Lode (Nev.) -- Fiction,1
"Dwight, Margaret Van Horn, 1790-1834 -- Diaries",1
Legends -- History and criticism,1
United States -- History -- War of 1812 -- Naval operations -- Juvenile fiction,1
"McLoughlin, John, 1784-1857",1
Legislative power -- United States,1
Navajo textile fabrics,1
Navajo weavers,1
Wildlife conservation -- United States -- Sources,1
Referendum,1
"Gustav I Vasa, King of Sweden, 1496-1560 -- Poetry",1
"Bierce, Ambrose, 1842-1914? -- Correspondence",1
"Bierce, Ambrose, 1842-1914?",1
"Gogol, Nikolai Vasilevich, 1809-1852 -- Translations into English",1
Slave trade -- United States -- History,1
Urdu poetry -- Translations into English,1
Japanese language -- Grammar -- Early works to 1800,1
"Ibsen, Henrik, 1828-1906 -- Bibliography",1
Norwegian drama -- Bibliography,1
Recreation -- Early works to 1800,1
Physical education and training -- Early works to 1800,1
"Douglas, William Douglas, Earl of, 1423?-1440 -- Fiction",1
Women peasants -- Greece -- Skiathos Island -- Psychology -- Fiction,1
Women murderers -- Greece -- Skiathos Island -- Fiction,1
Skiathos Island (Greece) -- Social conditions -- Fiction,1
Milan (Italy) -- History -- Sources,1
"World War, 1914-1918 -- Belgium -- Ieper",1
"Virginia, daughter of Virginius (Legendary character) -- Drama",1
Actresses -- United States,1
Missions -- New Guinea,1
Oxygen -- Juvenile fiction,1
"United States. Army. New York Infantry Regiment, 50th (1861)",1
"Drake, Francis, approximately 1540-1596 -- Travel -- California",1
Mexico -- Description and travel -- Juvenile fiction,1
"Hungary -- History -- Mongol Invasion, 1241-1242 -- Fiction",1
"Green, Ezra, 1746-1847",1
"Green, Ezra, 1746-1847 -- Diaries",1
Ranger (Sloop of war),1
Health -- Periodicals,1
"Medicine, Popular -- Periodicals",1
Nutrition -- Periodicals,1
Lorraine (France) -- Description and travel,1
Morphine -- Fiction,1
"Great Britain. Royal Navy -- History -- World War, 1914-1918",1
Franklin automobile -- Fiction,1
Scots-Irish -- Fiction,1
Lighting -- History,1
"Geneviève, of Brabant (Legendary character) -- Fiction",1
Cathédrale de Chartres -- History,1
Saratoga Springs (N.Y.) -- Guidebooks,1
Mice -- Poetry,1
"Petrarca, Francesco, 1304-1374",1
Italian poetry -- 14th century -- Translations into English,1
Anglican Communion -- Apologetic works,1
English drama (Tragedy),1
West Indies -- Description and travel -- Juvenile fiction,1
"Valaorites, Aristoteles, 1824-1879",1
Bible. Gospels -- Harmonies,1
"Tischendorf, Constantin von, 1815-1874. Wann wurden unsere Evangelien verfasst? English",1
Socialism -- Great Britain -- History -- 19th century,1
Landscape gardening -- England,1
Jethou,1
Folklore -- Canada,1
Fairy tales -- Canada,1
Mexico -- Description and travel -- Early works to 1800,1
Atmosphere,1
Kites (Meteorology),1
Hindu cults,1
"Regulus, Marcus Atilius, -250 B.C.? -- Drama",1
"Verse Drama, English -- Early Works to 1800",1
"Leipzig, Battle of, Leipzig, Germany, 1813",1
"Napoleonic Wars, 1800-1815 -- Campaigns -- Germany (East)",1
"Turkey -- History -- Mahmud I, 1730-1754 -- Fiction",1
United States National Museum -- Collections,1
Eskimos -- Implements -- Catalogs,1
Throwing-sticks -- Catalogs,1
Severn Valley Railway,1
Chinese -- Massachusetts -- Juvenile fiction,1
Curiosities and wonders -- Juvenile literature,1
Soldiers -- Great Britain -- Correspondence,1
Bookbinding -- England,1
Embroidered bindings (Bookbinding),1
"Sousa, Luís de, 1555?-1632",1
Sudan -- History -- To 1821,1
Dunqulah (Sudan) -- History,1
Sennar (Sudan) -- History,1
"Roederer, P.-L. (Pierre-Louis), 1754-1835",1
Atonement -- Mormon Church,1
"Storrs, Harriet, 1786-1834 -- Death and burial -- Sermons",1
Definite integrals,1
Patrie française,1
Pantomimes,1
Ballets -- Scenarios,1
Ballets -- Librettos,1
Sparrows,1
Children -- Italy -- Rome,1
Retail trade -- Fiction,1
Working class -- Russia,1
"Godman, John D. (John Davidson), 1794-1830",1
Piracy -- United States,1
Privateering -- United States,1
"Children's songs, English",1
God (Christianity) -- Early works to 1800,1
Spiritual life -- Christianity -- Early works to 1800,1
Mysticism -- Catholic Church -- Early works to 1800,1
Hydrography -- Cabo Verde,1
Cabo Verde -- Description and travel,1
"Sweden -- History -- Frederick I, 1720-1751 -- Fiction",1
Denmark -- Foreign relations -- Germany,1
Germany -- Foreign relations -- Denmark,1
Bicycle touring -- England,1
California -- Discovery and exploration,1
Central Valley (Calif.),1
California -- History -- To 1846 -- Sources,1
"Balzac, Honoré de, 1799-1850 -- Criticism and interpretation",1
Fiction -- 19th century -- History and criticism,1
Life insurance -- Fiction,1
Grassland fires -- Juvenile fiction,1
Peru -- Social life and customs -- Pictorial works,1
Spain -- Social life and customs -- Pictorial works,1
"Marsh, Lucy Gilpatrick, 1792-1868 -- Death and burial -- Sermons",1
Greece -- Historiography,1
Peasants -- Germany -- Fiction,1
"Wye, River (Wales and England) -- Description and travel",1
"Leadbeater, C. W. (Charles Webster), 1854-1934",1
"Theosophical Society (Chennai, India)",1
Boscobel (England) -- Early works to 1800,1
Frontier and pioneer life -- Australia -- Queensland -- Fiction,1
"Lazarus, of Bethany, Saint -- Fiction",1
"Ricardo, David, 1772-1823 -- Correspondence",1
"Malthus, T. R. (Thomas Robert), 1766-1834 -- Correspondence",1
Economists -- Great Britain -- Correspondence,1
"Hunt, William Holman, 1827-1910",1
Algeria -- Social life and customs -- Pictorial works,1
Vignettes,1
Sextus Empiricus,1
"Tupper, Martin Farquhar, 1810-1889",1
United States -- Social life and customs -- To 1775 -- Fiction,1
Balkan Peninsula -- Politics and government,1
Customs administration -- Great Britain -- History,1
Great Britain -- Commerce -- History -- 19th century,1
Great Britain -- Commerce -- History -- 18th century,1
"Folk poetry, Serbian -- Translations into French",1
United States. Navy -- Management,1
Virgil -- Versification,1
"Milton, John, 1608-1674 -- Versification",1
"Benson, William, 1682-1754 -- Correspondence",1
Latin language -- Translating into English -- Early works to 1800,1
Latin language -- Metrics and rhythmics -- Early works to 1800,1
Poetry -- Translating -- Early works to 1800,1
Society for Promoting Christian Knowledge (Great Britain) -- Catalogs,1
Northern Pacific Railroad Company,1
Monasticism and religious orders -- Philippines,1
Architecture -- Poetry,1
"Horace -- Parodies, imitations, etc.",1
Charms -- Fiction,1
"Epic poetry, Serbian -- Translations into French",1
"Ballads, Serbian -- Texts -- Translations into French",1
United States Virgin Islands,1
Orthodox Eastern Church -- Liturgy,1
Lent,1
Newspapers -- Illustrations,1
