Text#,Title,Language,Authors,Subjects,Bookshelves
44134,The Origin of the Werewolf Superstition,en,"Stewart, Caroline Taylor",Werewolves,Browsing: Culture/Civilization/Society; Browsing: Religion/Spirituality/Paranormal; Browsing: Other
44135,Albert Ballin,en,"Huldermann, Bernhard; Eggers, Wilhelm Johann [Translator]","Ballin, Albert, 1857-1918; Hamburg-American Line; Hamburg-Amerikanische Packetfahrt-Actien-Gesellschaft; Capitalists and financiers -- Germany -- Biography; Germany -- Politics and government -- 1888-1918 -- Biography",Browsing: Biographies; Browsing: History - European; Browsing: History - General
44136,"Auszug aus der Alten, Mittleren und Neueren Geschichte",de,"Ploetz, Carl, 1819-1881; Hoffmann, Maximilian, 1844- [Editor]; Kähler, Friedrich, -1933 [Editor]","History -- Outlines, syllabi, etc.",Browsing: History - General
44137,Turun linnassa: Kertomus Juhana-herttuan ajoilta,fi,"Lindman, Volmar, 1861-1939; Grönlund, Berndt [Translator]","Historical fiction; Turun linna (Turku, Finland) -- Fiction; John III, King of Sweden, 1537-1592 -- Fiction",Browsing: Culture/Civilization/Society; Browsing: History - General; Browsing: Literature; Browsing: Fiction
44138,"Elements of Folk Psychology
Outline of a Psychological History of the Development of Mankind",en,"Wundt, Wilhelm Max, 1832-1920; Schaub, Edward L. (Edward Leroy), 1881- [Translator]",Ethnopsychology,Browsing: Philosophy & Ethics; Browsing: Psychiatry/Psychology; Browsing: Religion/Spirituality/Paranormal
44139,Le Calvaire,fr,"Mirbeau, Octave, 1848-1917",France -- Social life and customs -- 19th century -- Fiction,FR Littérature; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
44140,"George Whitefield: A Biography, with special reference to his labors in America",en,"Belcher, Joseph, 1794-1859","Whitefield, George, 1714-1770",Browsing: Biographies; Browsing: History - American; Browsing: Religion/Spirituality/Paranormal
44141,"L'Illustration, No. 1607, 13 décembre 1873",fr,Various,Illustrated periodicals -- France,L'Illustration; Browsing: Culture/Civilization/Society; Browsing: Encyclopedias/Dictionaries/Reference
44142,"Le diable boiteux, tome II",fr,"Le Sage, Alain René, 1668-1747; Jannet, Pierre, 1820-1870 [Editor]",Madrid (Spain) -- Fiction; French fiction; Devil -- Fiction; Good and evil -- Fiction,FR Littérature; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
44143,"Lord Lyons: A Record of British Diplomacy, Vol. 2 of 2",en,"Newton, Thomas Wodehouse Legh, Baron, 1857-1942; Ward, Wilfrid, Mrs., 1864-1932 [Contributor]","Europe -- Politics and government -- 1871-1918; Lyons, Richard Bickerton Pemell Lyons, Earl, 1817-1887; Diplomatic and consular service, British; Great Britain -- Foreign relations -- 1837-1901",Browsing: History - European; Browsing: History - General; Browsing: Politics
44144,Protection and Communism,en,"Bastiat, Frédéric, 1801-1850",Communism; Free trade,Browsing: Economics; Browsing: Politics; Browsing: Sociology
44145,Economic Sophisms,en,"Bastiat, Frédéric, 1801-1850; Stirling, Patrick James, 1809-1891 [Translator]",Free trade,Browsing: Culture/Civilization/Society; Browsing: Economics
44146,That Pup,en,"Butler, Ellis Parker, 1869-1937; Strothmann, F. (Frederick), 1872-1958 [Illustrator]",Dogs -- Fiction; Humorous stories,Browsing: Humour; Browsing: Literature; Browsing: Fiction
44147,The Great American Pie Company,en,"Butler, Ellis Parker, 1869-1937; Crawford, Will, 1869-1944 [Illustrator]",Short stories; Humorous stories; United States -- Social life and customs -- Fiction; Business -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Humour; Browsing: Fiction
44148,The Confessions of a Daddy,en,"Butler, Ellis Parker, 1869-1937; Cory, Fanny Y., 1877-1972 [Illustrator]",United States -- Social life and customs -- Fiction; Children -- Fiction,Browsing: Children & Young Adult Reading; Browsing: Culture/Civilization/Society; Browsing: Fiction
44149,In Pawn,en,"Butler, Ellis Parker, 1869-1937; Lambdin, Robert Lynn, 1886-1981 [Illustrator]",United States -- Social life and customs -- Fiction; Mississippi River Valley -- Fiction; Iowa -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
44150,The Jack-Knife Man,en,"Butler, Ellis Parker, 1869-1937; Booth, Hanson, 1885-1944 [Illustrator]",Orphans -- Fiction; United States -- Social life and customs -- Fiction; Fathers and sons -- Fiction; Widows -- Fiction; River boats -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
44151,Perkins of Portland: Perkins The Great,en,"Butler, Ellis Parker, 1869-1937",Humorous stories; Advertising -- Fiction,Browsing: Humour; Browsing: Language & Communication; Browsing: Fiction
44152,Red Head and Whistle Breeches,en,"Butler, Ellis Parker, 1869-1937; Fuller, Arthur D. (Arthur Davenport), 1889-1966 [Illustrator]",Short stories; United States -- Social life and customs -- Fiction; Boys -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
44153,The Adventures of a Suburbanite,en,"Butler, Ellis Parker, 1869-1937; Phelan, A. B. [Illustrator]",Humorous stories; United States -- Social life and customs -- Fiction; Married people -- Fiction; Suburban life -- Fiction; Automobiles -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Humour; Browsing: Fiction
44154,Swatty: A Story of Real Boys,en,"Butler, Ellis Parker, 1869-1937; King, W. B. [Illustrator]",United States -- Social life and customs -- Fiction; Friendship -- Fiction; Boys -- Fiction; Mississippi River Valley -- Fiction; Iowa -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
44155,How It Feels to Be Fifty,en,"Butler, Ellis Parker, 1869-1937",Essays,Browsing: Humour; Browsing: Literature
44156,Histoire de Flandre (T. 1/4),fr,"Kervyn de Lettenhove, Joseph Marie Bruno Constantin, Baron, 1817-1891",Flanders (Belgium) -- History,FR Histoire; Browsing: History - European; Browsing: History - General
44157,Entre Nous: Lectures françaises à l'usage des écoles primaires - I,fr; nl,"Vos, Lucie; Ligthart, Jan, 1859-1916; Scheepstra, H. (Hendericus), 1859-1913; Bokhorst, Johanna Berhardina, 1880-1972 [Illustrator]",French language -- Readers,FR Education et Enseignement; FR Jeunesse; Browsing: Children & Young Adult Reading; Browsing: Language & Communication; Browsing: Teaching & Education
44158,Hairauksia,fi,"Shakespeare, William, 1564-1616; Cajander, Paavo Emil, 1846-1913 [Translator]",Comedy plays; Shipwreck victims -- Drama; Mistaken identity -- Drama; Brothers -- Drama; Greece -- Drama; Twins -- Drama,Browsing: Literature; Browsing: Fiction
44159,Penelope,en,"Scargill, William Pitt, 1787-1836",England -- Social life and customs -- 19th century -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
44160,Émaux et camées,fr,"Gautier, Théophile, 1811-1872; Jacquemart, Jules-Ferdinand, 1837-1880 [Illustrator]",French poetry -- 19th century,FR Poésie; Browsing: Literature; Browsing: Poetry
44161,Un Coeur de femme,fr,"Bourget, Paul, 1852-1935",Triangles (Interpersonal relations) -- Fiction; Man-woman relationships -- Fiction; French fiction -- 19th century; Paris (France) -- Social life and customs -- 19th century -- Fiction,FR Littérature; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
44162,Le miroir de mort,fr,"Chastellain, Georges, 1405?-1475",Death -- Poetry,"FR Philosophie, Religion et Morale; Browsing: Philosophy & Ethics; Browsing: Poetry; Browsing: Religion/Spirituality/Paranormal"
44163,London in the Sixties (with a few digressions),en,"Shaw, Donald [Dubious author]; Widmington, Ernest [Dubious author]",London (England) -- Social life and customs -- 19th century; Hotels -- England -- London -- History; Bars (Drinking establishments) -- England -- London -- History; London (England) -- Description and travel,Browsing: Culture/Civilization/Society; Browsing: History - European; Browsing: Travel & Geography
44164,Criminal Types,en,"Masten, V. M. (Vincent Myron)",Crime -- United States; Criminals -- United States,Browsing: Crime/Mystery; Browsing: Politics; Browsing: Sociology
44165,Soldier Rigdale: How He Sailed in the Mayflower and How He Served Miles Standish,en,"Dix, Beulah Marie, 1876-1970; Birch, Reginald B. (Reginald Bathurst), 1856-1943 [Illustrator]","Historical fiction; Sea stories; Massachusetts -- History -- Colonial period, ca. 1600-1775 -- Fiction; Standish, Myles, 1584?-1656 -- Fiction; Mayflower (Ship) -- Fiction",Browsing: History - American; Browsing: Literature; Browsing: Fiction
44166,"Life of Abraham Lincoln, Sixteenth President of the United States",en,"Crosby, Frank","Lincoln, Abraham, 1809-1865",Browsing: Biographies; Browsing: History - American
44167,"The Royal Observatory, Greenwich: A Glance at Its History and Work",en,"Maunder, E. Walter (Edward Walter), 1851-1928","Astronomy -- History; Royal Observatory, Greenwich",Browsing: History - General; Browsing: Science - Astronomy
44168,"Storia delle repubbliche italiane dei secoli di mezzo, v. 11 (of 16)",it,"Sismondi, J.-C.-L. Simonde de (Jean-Charles-Léonard Simonde), 1773-1842",Italy -- History,IT Storia; Browsing: History - European; Browsing: History - General
44169,"Storia delle repubbliche italiane dei secoli di mezzo, v. 12 (of 16)",it,"Sismondi, J.-C.-L. Simonde de (Jean-Charles-Léonard Simonde), 1773-1842",Italy -- History,IT Storia; Browsing: History - European; Browsing: History - General
44170,"Storia delle repubbliche italiane dei secoli di mezzo, v. 13 (of 16)",it,"Sismondi, J.-C.-L. Simonde de (Jean-Charles-Léonard Simonde), 1773-1842",Italy -- History,IT Storia; Browsing: History - European; Browsing: History - General
44171,The Postal System of the United States and the New York General Post Office,en,"Jefferies, Thomas C.",Postal service -- United States; Postal service -- New York (State) -- New York,Browsing: Culture/Civilization/Society; Browsing: History - American
44172,Roy Blakeley's Motor Caravan,en,"Fitzhugh, Percy Keese, 1876-1950",Boy Scouts of America -- Juvenile fiction; Automobile travel -- Juvenile fiction,Browsing: Children & Young Adult Reading; Browsing: Fiction
44173,Filosofía Americana: Ensayos,es,"Molina, Enrique, 1871-1964","National characteristics, American; Philosophy, American",Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: Philosophy & Ethics
44174,Die kleine Stadt: Roman,de,"Mann, Heinrich, 1871-1950",German fiction -- 20th century,Browsing: Literature; Browsing: Fiction
44175,Nautical Charts,en,"Putnam, G. R. (George Rockwell), 1865-",Nautical charts,Browsing: Science - General; Browsing: Travel & Geography
44176,"White Dandy; or, Master and I: A Horse's Story",en,"Melville, Velma Caldwell",Horses -- Fiction,Browsing: Literature; Browsing: Fiction
44177,The Myths and Fables of To-Day,en,"Drake, Samuel Adams, 1833-1905; Merrill, Frank T., 1848-1923 [Illustrator]",Folklore; Superstition,Browsing: Culture/Civilization/Society; Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal
44178,"The Friends; or, The Triumph of Innocence over False Charges
A Tale, Founded on Facts",en,Unknown,Boarding schools -- England -- Juvenile fiction; Theft -- Juvenile fiction,Browsing: Children & Young Adult Reading; Browsing: Literature; Browsing: Fiction
44179,"Punch, or The London Charivari, Vol. 148, February 17th 1915",en,"Various; Seaman, Owen, 1861-1936 [Editor]",English wit and humor -- Periodicals,Browsing: Humour; Browsing: Journalism/Media/Writing
44180,Poésies Complètes - Tome 1,fr,"Gautier, Théophile, 1811-1872",French poetry -- 19th century,FR Poésie; Browsing: Literature; Browsing: Poetry
44181,L'oeuvre du comte de Mirabeau,fr,"Mirabeau, Honoré-Gabriel de Riqueti, comte de, 1749-1791; Apollinaire, Guillaume, 1880-1918 [Editor]",Paraphilias; Erotic literature,FR Séduction et libertinage; Browsing: Literature; Browsing: Sexuality & Erotica; Browsing: Fiction
44182,The Red Tavern,en,"Macauley, C. R. (Charles Raymond), 1871-1934","Historical fiction; Great Britain -- History -- Henry VII, 1485-1509 -- Fiction",Browsing: History - British; Browsing: Literature; Browsing: Fiction
44183,"Blackwood's Edinburgh Magazine, Volume 65, No. 399, January 1849",en,Various,Scotland -- Periodicals; England -- Periodicals,Blackwood's Edinburgh Magazine; Browsing: Culture/Civilization/Society; Browsing: Encyclopedias/Dictionaries/Reference
44184,On the Seaboard: A Novel of the Baltic Islands,en,"Strindberg, August, 1849-1912; Westergren, Elizabeth Clarke [Translator]",Islands -- Fiction; Baltic Sea Region -- Fiction,Browsing: Literature; Browsing: Travel & Geography; Browsing: Fiction
44185,"The Fighting Starkleys; or, The Test of Courage",en,"Roberts, Theodore Goodridge, 1877-1953; Varian, George, 1865-1923 [Illustrator]","World War, 1914-1918 -- Juvenile fiction",Browsing: Children & Young Adult Reading; Browsing: History - Warfare; Browsing: Fiction
44186,Trees Every Child Should Know: Easy Tree Studies for All Seasons of the Year,en,"Rogers, Julia Ellen, 1866-",Trees -- United States,Browsing: Children & Young Adult Reading; Browsing: Nature/Gardening/Animals; Browsing: Science - General
44187,Mesdames Nos Aïeules: dix siècles d'élégances,fr,"Robida, Albert, 1848-1926",Costume -- France -- History,FR Peuples et Sociétés; Browsing: Culture/Civilization/Society; Browsing: Fashion & Costume; Browsing: History - General
44188,Boys' Second Book of Inventions,en,"Baker, Ray Stannard, 1870-1946",Technology -- Juvenile literature; Inventions,Browsing: Children & Young Adult Reading; Browsing: Computers & Technology
44189,"Florida: Past and present
together with notes from Sunland, on the Manatee River, Gulf Coast of South Florida: its climate, soil, and productions",en,"Upham, Samuel C. (Samuel Curtis), 1819-1885",Florida -- Description and travel; Manatee County (Fla.); Florida -- History,Browsing: History - American; Browsing: Travel & Geography
44190,Boys of the Light Brigade: A Story of Spain and the Peninsular War,en,"Strang, Herbert; Verner, William Willoughby Cole, 1852-1922 [Author of introduction, etc.]; Rainey, W. (William), 1852-1936 [Illustrator]","Peninsular War, 1807-1814 -- Juvenile fiction",Browsing: Children & Young Adult Reading; Browsing: History - Warfare; Browsing: Fiction
44191,Gorillas & Chimpanzees,en,"Garner, R. L. (Richard Lynch), 1848-1920","Garner, R. L. (Richard Lynch), 1848-1920 -- Travel; Gorilla; Chimpanzees; Gabon -- Description and travel",Browsing: Nature/Gardening/Animals; Browsing: Science - General; Browsing: Travel & Geography
44192,The Crystal Palace,en,"Berlyn, Peter, 1819?-1885; Fowler, Charles, Jr.","Crystal Palace (Great Exhibition, 1851, London, England)",Browsing: Art & Photography; Browsing: History - General
44193,"Byron's Narrative of the Loss of the Wager
With an account of the great distresses suffered by himself and his companions on the coast of Patagonia from the year 1740 till their arrival in England 1746",en,"Byron, John, 1723-1786",Patagonia (Argentina and Chile); Wager (Ship); Chiloé (Chile),Browsing: History - General; Browsing: Travel & Geography
44194,"Life of Elie Metchnikoff, 1845-1916",en,"Metchnikoff, Olga; Lankester, E. Ray (Edwin Ray), Sir, 1847-1929 [Author of introduction, etc.]","Metchnikoff, Elie, 1845-1916",Browsing: Biographies; Browsing: Science - General
44195,Flower o' the Peach,en,"Gibbon, Perceval, 1879-1926",South Africa -- Fiction; Race relations -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
44196,The Indian Scout: A Story of the Aztec City,en,"Aimard, Gustave, 1818-1883; Wraxall, Lascelles, Sir, 1828-1865 [Translator]",Aztecs -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
44197,"Die Schädigung der Rasse
durch soziales und wirtschaftliches Aufsteigen bewiesen an den Berliner Juden",de,"Theilhaber, Felix A. (Felix Aaron), 1884-1956",Jews -- Germany -- Berlin -- Economic conditions -- History; Acculturation -- Case studies,Browsing: Culture/Civilization/Society; Browsing: History - European; Browsing: History - General
44198,"Cinq-Mars; ou, Une conjuration sous Louis XIII (Tome 1 of 2)",fr,"Vigny, Alfred de, 1797-1863; Jeanniot, Pierre-Georges, 1848-1934 [Illustrator]","Cinq-Mars, Henri Coiffier Ruzé d'Effiat, marquis de, 1620-1642 -- Fiction; Richelieu, Armand Jean du Plessis, duc de, 1585-1642 -- Fiction",FR Littérature; Browsing: History - Royalty; Browsing: Literature; Browsing: Fiction
44199,"Cinq-Mars; ou, Une conjuration sous Louis XIII (Tome 2 of 2)",fr,"Vigny, Alfred de, 1797-1863; Jeanniot, Pierre-Georges, 1848-1934 [Illustrator]","Cinq-Mars, Henri Coiffier Ruzé d'Effiat, marquis de, 1620-1642 -- Fiction; Richelieu, Armand Jean du Plessis, duc de, 1585-1642 -- Fiction",FR Littérature; Browsing: History - European; Browsing: Literature; Browsing: Fiction
44200,The Reality of War: A Companion to Clausewitz,en,"Murray, Stewart Lygon, 1863-1930; Atteridge, A. Hilliard (Andrew Hilliard), -1941 [Editor]","Military art and science; War; Clausewitz, Carl von, 1780-1831. Vom Kriege",Browsing: History - Warfare
44201,"The Military Adventures of Johnny Newcome
With an Account of his Campaign on the Peninsula and in Pall Mall",en,"Roberts, David, 1757-1819; Rowlandson, Thomas, 1756-1827 [Illustrator]","Peninsular War, 1807-1814 -- Poetry",Browsing: History - Warfare; Browsing: Literature; Browsing: Poetry
44202,The Red Cross in Peace and War,en,"Barton, Clara, 1821-1912",American National Red Cross; Red Cross and Red Crescent,Browsing: Culture/Civilization/Society; Browsing: History - American
44203,Het Eiland Vlieland en Zijne Bewoners,nl,"Allan, Francis, 1826-1908",Vlieland (Netherlands),Browsing: History - European
44204,Het Eiland Schiermonnikoog en Zijne Bewoners,nl,"Allan, Francis, 1826-1908",Schiermonnikoog (Netherlands),Browsing: History - European; Browsing: Travel & Geography
44205,"Gregg's Commerce of the Prairies, 1831-1839, part 2",en,"Gregg, Josiah, 1806-1850; Thwaites, Reuben Gold, 1853-1913 [Editor]","Mexico -- Description and travel; Santa Fe National Historic Trail; Southwest, New -- Description and travel",Browsing: History - American; Browsing: Travel & Geography
44206,Old-Time Nautical Instruments,en,"Robinson, John, 1846-1925",Nautical instruments -- History,Browsing: Engineering & Construction; Browsing: History - General
44207,Juho Vesainen: Historiallinen romaani,fi,"Ivalo, Santeri, 1866-1937",Historical fiction; Finnish fiction,Browsing: History - General; Browsing: Literature; Browsing: Fiction
44208,The Hive,en,"Comfort, Will Levington, 1878-1932",Education; Child development; American essays -- 20th century; Children,Browsing: Children & Young Adult Reading; Browsing: Literature; Browsing: Teaching & Education
44209,A History of the Inquisition of Spain; vol. 4,en,"Lea, Henry Charles, 1825-1909",Inquisition -- Spain,Browsing: History - Religious; Browsing: Religion/Spirituality/Paranormal
44210,The Angel of Pain,en,"Benson, E. F. (Edward Frederic), 1867-1940",Triangles (Interpersonal relations) -- Fiction; Man-woman relationships -- Fiction; Marriage -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
44211,Nocturnos,pt,"Crespo, Gonçalves, 1846-1883",Portuguese poetry -- 19th century,Browsing: Literature; Browsing: Poetry
44212,Italian Highways and Byways from a Motor Car,en,"Mansfield, M. F. (Milburg Francisco), 1871-; McManus, Blanche, 1869-1935 [Illustrator]",Italy -- Description and travel,Browsing: History - General; Browsing: Travel & Geography
44213,"Harper's Pictorial Library of the World War, Volume XII",en,"Bevan, Wilson Lloyd, 1866-1935 [Editor]; Fisher, Irving, 1867-1947 [Author of introduction, etc.]; Wendel, Hugo Christian Martin [Editor]","World War, 1914-1918; League of Nations; World War, 1914-1918 -- Economic aspects; Treaty of Versailles (1919 June 28); World War, 1914-1918 -- Finance",Browsing: History - General; Browsing: History - Warfare; Browsing: Politics
44214,"Proceedings, Third National Conference Workmen's Compensation for Industrial Accidents",en,National Conference on Workmen's Compensation for Industrial Accidents,Accident insurance; Industrial accidents; Employers' liability -- Congresses; Employers' liability -- United States,Browsing: Business/Management; Browsing: Economics; Browsing: Law & Criminology; Browsing: Research Methods/Statistics/Information Sys
44215,The Book of Camp-Lore and Woodcraft,en,"Beard, Daniel Carter, 1850-1941",Camping; Camping -- Equipment and supplies,Browsing: Sports/Hobbies/Motoring; Browsing: Travel & Geography
44216,Téli zöld: Válogatott elbeszélések az ifjuság számára,hu,"Jókai, Mór, 1825-1904","Short stories, Hungarian; Hungarian fiction -- 19th century",Browsing: Children & Young Adult Reading; Browsing: Literature; Browsing: Fiction
44217,Libahunt: Draama wiies vaatuses,et,"Kitzberg, August, 1855-1927",Estonian drama,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Performing Arts/Film
44218,Musta tulpaani: Romaani,fi,"Dumas, Alexandre, 1802-1870; Maquet, Auguste, 1813-1888; Walldén, Hilja, 1871-1929 [Translator]","Tulip Mania, 1634-1637 -- Fiction; Witt, Johan de, 1625-1672 -- Fiction; Netherlands -- History -- 1648-1714 -- Fiction",Browsing: Culture/Civilization/Society; Browsing: History - General; Browsing: Fiction
44219,The Incubator Baby,en,"Butler, Ellis Parker, 1869-1937; Preston, May Wilson, 1873-1949 [Illustrator]",Satire; Humorous stories; Infants -- Fiction; Incubators (Pediatrics) -- Fiction,Browsing: Humour; Browsing: Fiction
44220,Dominie Dean: A Novel,en,"Butler, Ellis Parker, 1869-1937; Pérard, Victor Semon, 1870-1957 [Illustrator]",Clergy -- Fiction; Mississippi River Valley -- Fiction; Iowa -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
44221,The Revolt: A Play In One Act,en,"Butler, Ellis Parker, 1869-1937",American drama -- 20th century,Browsing: Literature; Browsing: Performing Arts/Film; Browsing: Fiction
44222,Those Times and These,en,"Cobb, Irvin S. (Irvin Shrewsbury), 1876-1944","Short stories, American; United States -- Social life and customs -- 20th century -- Fiction",Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
44223,Back Home: Being the Narrative of Judge Priest and His People,en,"Cobb, Irvin S. (Irvin Shrewsbury), 1876-1944","Short stories, American; Kentucky -- Social life and customs -- Fiction",Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: Literature; Browsing: Fiction
44224,Old Judge Priest,en,"Cobb, Irvin S. (Irvin Shrewsbury), 1876-1944","Short stories, American; Kentucky -- Social life and customs -- Fiction",Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
44225,"The Glory of the Coming
What Mine Eyes Have Seen of Americans in Action in This Year of Grace and Allied Endeavor",en,"Cobb, Irvin S. (Irvin Shrewsbury), 1876-1944","World War, 1914-1918 -- United States; World War, 1914-1918 -- Personal narratives; World War, 1914-1918 -- Participation, African American",Browsing: History - American; Browsing: History - General; Browsing: History - Warfare
44226,"The Abandoned Farmers
His Humorous Account of a Retreat from the City to the Farm",en,"Cobb, Irvin S. (Irvin Shrewsbury), 1876-1944",Humorous stories; Farms -- Recreational use -- United States -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Humour; Browsing: Fiction
44227,The Flying Reporter,en,"Theiss, Lewis E. (Lewis Edwin), 1878-1963",Mystery and detective stories; Air pilots -- Juvenile fiction; Reporters and reporting -- Juvenile fiction,Browsing: Children & Young Adult Reading; Browsing: Crime/Mystery; Browsing: Literature
44228,Boat-Building and Boating,en,"Beard, Daniel Carter, 1850-1941",Boatbuilding; Boats and boating,Browsing: Engineering & Construction; Browsing: Science - General; Browsing: Sports/Hobbies/Motoring
44229,"The Birth of the Nation, Jamestown, 1607",en,"Pryor, Sara Agnes Rice, 1830-1912; Dodge, William de Leftwich, 1867-1935 [Illustrator]","Virginia -- History -- Colonial period, ca. 1600-1775",Browsing: History - American; Browsing: History - General
44230,On Yachts and Yacht Handling,en,"Day, Thomas Fleming, 1861-1927",Yachting,Browsing: Sports/Hobbies/Motoring; Browsing: Travel & Geography
44231,"The Miraculous Medal: Its Origin, History, Circulation, Results",en,"Aladel, Jean-Marie, 1800-1865","Mary, Blessed Virgin, Saint; Labouré, Catherine, Saint, 1806-1876; Miraculous Medal",Browsing: History - Religious; Browsing: Religion/Spirituality/Paranormal
44232,"L'Illustration, No. 1608, 20 décembre 1873",fr,Various,Illustrated periodicals -- France,L'Illustration; Browsing: Culture/Civilization/Society; Browsing: Encyclopedias/Dictionaries/Reference
44233,"Plays by August Strindberg, Third Series",en,"Strindberg, August, 1849-1912; Björkman, Edwin, 1866-1951 [Translator]","Strindberg, August, 1849-1912 -- Translations into English; Swedish drama -- Translations into English",Browsing: Literature; Browsing: Performing Arts/Film
44234,Ypres 1914: An Official Account Published by Order of the German General Staff,en,"Schwink, Otto; Wynne, G. C. (Graeme Chamley), 1889- [Translator]","Ypres, 1st Battle of, Ieper, Belgium, 1914; World War, 1914-1918 -- Belgium -- Ypres",Browsing: History - European; Browsing: History - General; Browsing: History - Warfare
44235,"Memoirs of the Dukes of Urbino, Volume 2 (of 3)
Illustrating the Arms, Arts, and Literature of Italy, from 1440 To 1630.",en,"Dennistoun, James, 1803-1855; Hutton, Edward, 1875-1969 [Editor]","Renaissance -- Italy; Urbino, Dukes of; Nobility -- Italy -- History; Urbino (Italy)",Italy; Browsing: Culture/Civilization/Society; Browsing: History - European; Browsing: History - General
44236,La Sarcelle Bleue,fr,"Bazin, René, 1853-1932",French fiction -- 19th century,FR Littérature; Browsing: History - European; Browsing: Literature; Browsing: Fiction
44237,A family of noblemen,en,"Saltykov, Mikhail Evgrafovich, 1826-1889; Yarmolinsky, Avrahm, 1890-1975 [Translator]",Domestic fiction; Families -- Russia -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
44238,Das Bildnis des Dorian Gray,de,"Wilde, Oscar, 1854-1900; Zoozmann, Richard, 1863-1934 [Translator]","Didactic fiction; Supernatural -- Fiction; Conduct of life -- Fiction; Portraits -- Fiction; Great Britain -- History -- Victoria, 1837-1901 -- Fiction; London (England) -- History -- 1800-1950 -- Fiction; Appearance (Philosophy) -- Fiction; Paranormal fiction",Browsing: History - British; Browsing: Literature; Browsing: Fiction
44239,"Unter Palmen und Buchen. Erster Band.
Unter Buchen. Gesammelte Erzählungen.",de,"Gerstäcker, Friedrich, 1816-1872","Short stories, German; German fiction -- 19th century",Browsing: Literature; Browsing: Fiction
44240,Old Taverns of New York,en,"Bayles, W. Harrison (William Harrison), 1841-1929",Hotels -- New York (State) -- New York; Bars (Drinking establishments) -- New York (State) -- New York; Taverns (Inns) -- New York (State) -- New York,Browsing: Cooking & Drinking; Browsing: Culture/Civilization/Society; Browsing: History - American
44241,"Jerusalem Explored, Volume 2—Plates
Being a Description of the Ancient and Modern City, with Numerous Illustrations Consisting of Views, Ground Plans and Sections",en,"Pierotti, Ermete; Bonney, T. G. (Thomas George), 1833-1923 [Translator]",Jerusalem -- Description and travel; Jerusalem -- Antiquities,Browsing: Culture/Civilization/Society; Browsing: History - European; Browsing: History - General; Browsing: Travel & Geography
44242,Note sur l'invasion des Sarrasins dans le Lyonnais,fr,"Vingtrinier, Aimé, 1812-1903",Lyonnais (France) -- History -- To 1500; Islamic Empire,FR Peuples et Sociétés; FR Histoire; Browsing: History - European; Browsing: History - General; Browsing: History - Medieval/The Middle Ages
44243,Zarastro: Westliche Tage,de,"Kolb, Annette, 1870-1967","Kolb, Annette, 1870-1967",Browsing: Biographies; Browsing: Literature
44244,"Souvenirs de l'armée américaine en France
Souvenir of the American Army in France",fr,"Berne-Bellecour, Jean, 1874-1939","World War, 1914-1918 -- Pictorial works; World War, 1914-1918 -- Art and the war; War in art","World War I; FR Illustrateurs; FR La Première Guerre Mondiale, 1914-1918; Browsing: Art & Photography; Browsing: History - General; Browsing: History - Warfare"
44245,Historic Oddities and Strange Events,en,"Baring-Gould, S. (Sabine), 1834-1924",History; Mysticism; Patarines,Browsing: Culture/Civilization/Society; Browsing: History - General
44246,Chitra: Ein Spiel in einem Aufzug,de,"Tagore, Rabindranath, 1861-1941; Wolff-Merck, Elisabeth, 1890-1970 [Translator]",Indic drama -- Translations into German,Browsing: Language & Communication; Browsing: Literature
44247,"Anne of Geierstein; Or, The Maiden of the Mist. Volume 2 (of 2)",en,"Scott, Walter, 1771-1832; Lang, Andrew, 1844-1912 [Annotator]; Los Rios, R. de‏ (Ricardo), 1846-1929 [Illustrator]","France -- History -- Louis XI, 1461-1483 -- Fiction",Browsing: History - European; Browsing: Literature; Browsing: Fiction
